"Uniprot ID","Symbol","Protein Intensity","Z-Score"
"Q13085","ACACA","3.56752","0.508756"
"P32322","PYCR1","6.05839","0.508219"
"Q9NQT8","KIF13B","3.01367","0.508189"
"Q99426","TBCB","5.86912","0.507525"
"P33552","CKS2","2.40301","0.50749"
"P61088","UBE2N","5.84814","0.507443"
"Q13247","SRSF6","7.37473","0.507215"
"Q9ULF5","SLC39A10","4.25811","0.507172"
"P43121","MCAM","4.99025","0.506621"
"Q8TBM8","DNAJB14","3.19352","0.506483"
"P29084","GTF2E2","2.46275","0.506431"
"Q49AR2","C5orf22","2.66911","0.506402"
"P46013","MKI67","5.71178","0.505582"
"O75323","NIPSNAP2","5.39369","0.505295"
"Q8WWY8","LIPH","4.34288","0.505267"
"Q16514","TAF12","3.00618","0.504608"
"Q9BWC9","CCDC106","1.89688","0.503946"
"P60866","RPS20","8.78611","0.503771"
"Q9P016","THYN1","4.5191","0.503681"
"Q9Y4W6","AFG3L2","6.18826","0.503129"
"P43251","BTD","2.5005","0.502716"
"Q8NBF6","AVL9","2.8156","0.501339"
"Q9NX46","ADPRS","3.99759","0.500777"
"Q9BVC3","DSCC1","1.48267","0.500724"
"Q9UMS0","NFU1","4.61556","0.5004"
"Q9Y5A9","YTHDF2","3.6887","0.500245"
"Q15043","SLC39A14","3.67918","0.499706"
"Q02218","OGDH","5.74313","0.499698"
"O75683","SURF6","4.45845","0.499503"
"Q5T4S7","UBR4","4.16929","0.499442"
"Q8N0Z6","TTC5","2.38234","0.498959"
"P52594","AGFG1","3.57592","0.498644"
"P63241","EIF5A","5.36877","0.498312"
"Q9NP50","SINHCAF","2.21363","0.498256"
"Q13061","TRDN","5.00923","0.497566"
"Q6NYC1","JMJD6","2.73528","0.497081"
"P19784","CSNK2A2","4.50765","0.496341"
"O43660","PLRG1","4.19401","0.495915"
"P10768","ESD","5.04429","0.495746"
"Q9Y5Y0","FLVCR1","3.2025","0.495724"
"Q8WUA2","PPIL4","3.10955","0.495692"
"Q9NRW7","VPS45","3.84114","0.495506"
"P32121","ARRB2","2.41739","0.495116"
"Q6JQN1","ACAD10","2.14327","0.494981"
"Q53RY4","KRTCAP3","2.27063","0.494616"
"O96005","CLPTM1","3.4049","0.494546"
"P32189","GK","2.31739","0.493854"
"Q9HB71","CACYBP","7.09514","0.493278"
"Q7Z7K6","CENPV","4.24765","0.49255"
"O00267","SUPT5H","4.39657","0.492227"
"Q2VIR3","EIF2S3B","2.54167","0.49205"
"Q9BU23","LMF2","3.70278","0.491692"
"Q9H074","PAIP1","4.18744","0.491414"
"Q13596","SNX1","4.32034","0.491111"
"Q7L513","FCRLA","2.74811","0.490784"
"O75534","CSDE1","5.41932","0.490469"
"P55769","SNU13","7.06162","0.489996"
"Q05048","CSTF1","4.87901","0.489308"
"Q14677","CLINT1","4.12904","0.489195"
"P23258","TUBG1","2.37569","0.48915"
"Q96ES7","SGF29","2.29598","0.488901"
"Q9BT22","ALG1","3.83881","0.48822"
"P62917","RPL8","7.94192","0.487693"
"Q96N64","PWWP2A","2.59105","0.48657"
"P23193","TCEA1","5.16631","0.486494"
"Q9ULT8","HECTD1","3.2137","0.486447"
"Q86YH6","PDSS2","3.33143","0.486083"
"Q12857","NFIA","1.80009","0.48604"
"P19623","SRM","6.47274","0.485732"
"Q9GZU5","NYX","5.73416","0.48533"
"Q99759","MAP3K3","4.00425","0.485277"
"Q86X83","COMMD2","3.45548","0.484799"
"Q8TEQ6","GEMIN5","3.25828","0.483134"
"P07686","HEXB","5.19439","0.482367"
"Q9BVG4","PBDC1","5.03445","0.48203"
"Q9UPY6","WASF3","1.26699","0.481957"
"Q8TC44","POC1B","2.6848","0.481663"
"Q99519","NEU1","3.98934","0.481482"
"Q9Y448","KNSTRN","2.33929","0.480849"
"Q86UD0","SAPCD2","2.25349","0.480772"
"Q9Y248","GINS2","3.61031","0.480749"
"P22314","UBA1","7.39594","0.480195"
"E9PRG8","C11orf98","4.41309","0.480168"
"Q6UW56","ATRAID","3.87271","0.479498"
"P60842","EIF4A1","6.53966","0.479339"
"O95716","RAB3D","3.73896","0.477493"
"Q9BQ75","CMSS1","3.19103","0.477418"
"Q9Y6C9","MTCH2","5.70712","0.476995"
"P04062","GBA","4.70179","0.476641"
"Q9H3R2","MUC13","5.31887","0.475962"
"Q9UBP9","GULP1","3.17401","0.475469"
"Q9Y281","CFL2","4.81362","0.47541"
"O94832","MYO1D","3.9126","0.475216"
"Q00839","HNRNPU","9.72725","0.475054"
"Q16555","DPYSL2","6.47523","0.474739"
"O75934","BCAS2","5.33884","0.474658"
"O75376","NCOR1","3.19421","0.473491"
"O43292","GPAA1","3.70241","0.472392"
"Q9Y285","FARSA","5.3714","0.471712"
"Q03252","LMNB2","8.10548","0.470984"
"Q13630","GFUS","4.57582","0.470841"
"Q8NFC6","BOD1L1","1.76134","0.470572"
"P67775","PPP2CA","4.18704","0.470287"
"P04792","HSPB1","8.8598","0.469917"
"Q92520","FAM3C","4.56656","0.469905"
"P24941","CDK2","3.17564","0.46848"
"Q13595","TRA2A","5.12374","0.468208"
"Q8IXK0","PHC2","3.13445","0.468108"
"O75436","VPS26A","4.72666","0.467811"
"Q02241","KIF23","3.83598","0.467613"
"Q96KM6","ZNF512B","1.89575","0.466929"
"Q8NBQ5","HSD17B11","3.4157","0.465232"
"P40429","RPL13A","4.06738","0.465073"
"P49591","SARS1","5.5014","0.463982"
"P22415","USF1","2.79015","0.46398"
"P45880","VDAC2","9.19532","0.463642"
"P18084","ITGB5","6.53252","0.463303"
"Q14155","ARHGEF7","2.72621","0.463018"
"Q96I76","GPATCH3","3.89004","0.462965"
"P49207","RPL34","7.38033","0.462959"
"P46782","RPS5","8.37605","0.462745"
"Q13277","STX3","3.32872","0.462592"
"P46379","BAG6","5.76972","0.462331"
"Q92499","DDX1","6.23529","0.462134"
"Q9BRX2","PELO","3.20011","0.462033"
"P31689","DNAJA1","6.00365","0.46157"
"Q9UJ83","HACL1","2.54286","0.46147"
"Q13136","PPFIA1","2.68698","0.461421"
"Q9NP79","VTA1","5.68666","0.46114"
"P27105","STOM","5.36888","0.461129"
"P55036","PSMD4","5.47618","0.460954"
"Q9BPW4","APOL4","6.61929","0.46093"
"Q9Y316","MEMO1","3.23432","0.460923"
"Q86UY8","NT5DC3","2.76853","0.460539"
"Q9H2Y7","ZNF106","1.70282","0.460507"
"O00178","GTPBP1","3.77848","0.460264"
"Q9BUQ8","DDX23","5.37703","0.46005"
"Q9NVU7","SDAD1","3.14028","0.459534"
"Q8TB61","SLC35B2","3.41092","0.45944"
"P40938","RFC3","3.37045","0.459239"
"Q9H900","ZWILCH","2.38343","0.459103"
"Q9Y2V7","COG6","2.88516","0.458945"
"Q8NBM4","UBAC2","3.23331","0.458732"
"P16401","H1-5","11.359","0.458352"
"Q92541","RTF1","3.65549","0.457749"
"O75367","MACROH2A1","7.76637","0.457473"
"Q15031","LARS2","3.4505","0.457319"
"Q9NX63","CHCHD3","6.8955","0.457064"
"Q96G28","CFAP36","2.66502","0.457013"
"P50053","KHK","4.75721","0.456795"
"Q05519","SRSF11","5.7638","0.456105"
"Q86YS6","RAB43","2.59721","0.456089"
"P59190","RAB15","7.55741","0.455739"
"O75586","MED6","1.55736","0.454684"
"P18124","RPL7","7.83738","0.453576"
"P62847","RPS24","5.92865","0.453508"
"Q9GZT9","EGLN1","2.58569","0.453423"
"O15355","PPM1G","5.17448","0.453088"
"P55072","VCP","7.51556","0.452991"
"Q99496","RNF2","4.19904","0.452849"
"Q9Y4G8","RAPGEF2","3.02949","0.451643"
"P19388","POLR2E","5.55292","0.451447"
"Q9Y4Y9","LSM5","4.47871","0.451151"
"P52306","RAP1GDS1","3.43204","0.450896"
"Q92616","GCN1","4.88764","0.450283"
"Q9BVJ6","UTP14A","4.07275","0.450073"
"Q8NI37","PPTC7","1.25746","0.450049"
"P55789","GFER","1.88205","0.449946"
"Q5VSL9","STRIP1","2.93694","0.449919"
"Q86SX6","GLRX5","5.03935","0.449646"
"P33991","MCM4","6.11603","0.448983"
"Q8WTW3","COG1","2.07066","0.448804"
"Q8WZA2","RAPGEF4","5.06461","0.448589"
"Q9BT09","CNPY3","3.44315","0.447801"
"Q92538","GBF1","2.69186","0.447609"
"Q8IXH7","NELFCD","2.77063","0.447255"
"Q9BZL1","UBL5","5.89518","0.447156"
"Q01581","HMGCS1","4.01019","0.447135"
"O60353","FZD6","2.66025","0.447015"
"Q12907","LMAN2","6.04563","0.446809"
"Q9UHV9","PFDN2","5.85254","0.44617"
"P23526","AHCY","7.55855","0.44461"
"O43776","NARS1","4.82393","0.444065"
"Q8WW01","TSEN15","0.863267","0.444036"
"O95881","TXNDC12","6.8368","0.443732"
"Q9NX24","NHP2","5.82616","0.443593"
"Q96DE0","NUDT16","2.4754","0.442523"
"Q9NVA2","SEPTIN11","4.92145","0.442271"
"P46736","BRCC3","2.43622","0.442005"
"Q9UK41","VPS28","2.02798","0.441564"
"Q9H0U3","MAGT1","3.87192","0.441562"
"O43823","AKAP8","3.234","0.440625"
"P18615","NELFE","2.31823","0.440002"
"P46937","YAP1","3.55709","0.439639"
"Q96JB2","COG3","2.57158","0.439538"
"Q13137","CALCOCO2","2.71062","0.438974"
"O95210","STBD1","1.68659","0.43869"
"P33993","MCM7","6.62755","0.438602"
"Q5VVQ6","YOD1","2.33477","0.43821"
"P61758","VBP1","5.48691","0.437664"
"P35251","RFC1","4.0189","0.437051"
"P51798","CLCN7","2.48272","0.436858"
"P08648","ITGA5","4.74887","0.436222"
"Q6R2W3","ZBED9","3.1691","0.435923"
"Q9NRV9","HEBP1","4.44919","0.435629"
"Q9UHG2","PCSK1N","3.97981","0.43519"
"Q9UKV5","AMFR","3.60526","0.435075"
"Q9BVV7","TIMM21","2.51999","0.434999"
"Q13151","HNRNPA0","7.34593","0.434914"
"Q15814","TBCC","3.65737","0.434829"
"P27361","MAPK3","3.34528","0.434554"
"Q9BQ04","RBM4B","1.50352","0.434333"
"P15153","RAC2","5.76323","0.434102"
"P0C870","JMJD7","3.84185","0.433689"
"P50750","CDK9","2.67087","0.432431"
"Q13033","STRN3","3.26043","0.431886"
"Q9Y5K8","ATP6V1D","2.82322","0.431863"
"Q9NQ48","LZTFL1","3.17265","0.431539"
"P51816","AFF2","5.14742","0.431286"
"Q7KZ85","SUPT6H","4.20974","0.431199"
"Q9H857","NT5DC2","3.13362","0.430669"
"Q9BVW5","TIPIN","1.83771","0.430363"
"Q7RTV0","PHF5A","6.20415","0.430026"
"Q9NY27","PPP4R2","3.49685","0.429986"
"Q13907","IDI1","4.53411","0.429736"
"Q9BWF3","RBM4","4.72987","0.429066"
"Q9Y5Q9","GTF3C3","3.29183","0.428855"
"P26572","MGAT1","2.89541","0.428808"
"O60888","CUTA","7.31848","0.428735"
"P82933","MRPS9","4.43826","0.427178"
"Q8ND90","PNMA1","3.6744","0.427157"
"Q9UQ90","SPG7","2.30139","0.426367"
"Q9BW30","TPPP3","3.19029","0.426299"
"Q71UM5","RPS27L","3.18429","0.426209"
"P55884","EIF3B","5.21571","0.426024"
"Q9BWD1","ACAT2","5.24937","0.425609"
"Q9NQG5","RPRD1B","5.42422","0.425406"
"P62487","POLR2G","2.76509","0.425397"
"Q9C086","INO80B","1.0153","0.425259"
"Q8TCD5","NT5C","2.72587","0.425075"
"Q4VC05","BCL7A","3.98438","0.425012"
"P61289","PSME3","6.13432","0.424463"
"Q8NF50","DOCK8","3.32112","0.424187"
"Q9Y5B9","SUPT16H","5.65112","0.42404"
"Q9BVA1","TUBB2B","4.48052","0.424018"
"Q96EY4","TMA16","3.25099","0.423472"
"Q14257","RCN2","4.99076","0.423065"
"Q9NWZ8","GEMIN8","2.33567","0.422395"
"Q6ZMW3","EML6","6.63567","0.421349"
"O95551","TDP2","2.32794","0.421256"
"Q7L2H7","EIF3M","4.34766","0.421013"
"Q15067","ACOX1","3.55913","0.420866"
"Q7Z5K2","WAPL","2.4321","0.420504"
"Q9BYT8","NLN","4.70058","0.420433"
"Q8IYS2","KIAA2013","3.57123","0.419122"
"Q16204","CCDC6","3.94505","0.418974"
"Q9BYN0","SRXN1","3.30856","0.418635"
"Q6P4A7","SFXN4","2.33824","0.417571"
"Q9UBX0","HESX1","3.65414","0.417456"
"Q9Y3P9","RABGAP1","2.63614","0.417178"
"Q15370","ELOB","5.59164","0.41702"
"Q8NHV4","NEDD1","1.53659","0.416849"
"Q9HD45","TM9SF3","4.67463","0.416768"
"Q9UJJ9","GNPTG","3.09028","0.416444"
"Q9NXV6","CDKN2AIP","3.24897","0.416411"
"Q9Y508","RNF114","2.78841","0.415827"
"Q8N398","VWA5B2","4.3612","0.415806"
"P13051","UNG","2.73906","0.415396"
"Q9H981","ACTR8","1.78954","0.41535"
"P48509","CD151","4.20817","0.41489"
"B0I1T2","MYO1G","4.70447","0.414676"
"Q14320","FAM50A","3.34833","0.414288"
"P49773","HINT1","7.70217","0.413912"
"Q96P70","IPO9","2.7659","0.413688"
"Q9HCE5","METTL14","1.82594","0.413572"
"Q16698","DECR1","5.9622","0.413396"
"P47895","ALDH1A3","4.28014","0.413166"
"Q9P0T7","TMEM9","2.66543","0.413053"
"Q53GS7","GLE1","2.90114","0.412707"
"Q5T440","IBA57","2.49084","0.412349"
"Q13564","NAE1","3.71721","0.412027"
"Q9H832","UBE2Z","4.44536","0.41174"
"Q8N511","TMEM199","3.27655","0.411261"
"P52294","KPNA1","2.38276","0.410876"
"Q8N335","GPD1L","3.21347","0.409828"
"Q9UK76","JPT1","5.78618","0.408306"
"Q9H910","JPT2","5.667","0.408099"
"Q9NZE8","MRPL35","2.10701","0.407965"
"Q6FI81","CIAPIN1","4.45379","0.407134"
"Q9Y3D9","MRPS23","5.4127","0.407058"
"P27695","APEX1","6.38909","0.406835"
"Q96HJ9","FMC1","2.22627","0.406791"
"P00492","HPRT1","5.1456","0.406316"
"Q8IWA4","MFN1","2.94916","0.406302"
"Q96RQ1","ERGIC2","2.9986","0.404898"
"P48449","LSS","4.6921","0.404652"
"Q8NB46","ANKRD52","2.44315","0.404606"
"Q9UG63","ABCF2","3.74292","0.404524"
"P46783","RPS10","7.81154","0.404315"
"P29728","OAS2","3.48561","0.403972"
"P37802","TAGLN2","7.77435","0.403468"
"Q9UNS2","COPS3","3.76559","0.403217"
"Q92686","NRGN","4.47835","0.403077"
"Q9Y6X9","MORC2","2.88141","0.402689"
"O75691","UTP20","3.04501","0.40242"
"P25205","MCM3","6.76164","0.40159"
"Q8N6S5","ARL6IP6","3.08681","0.401498"
"Q8IVS8","GLYCTK","3.08545","0.401389"
"Q96KP1","EXOC2","3.33675","0.401294"
"Q9Y6Y8","SEC23IP","3.60171","0.40119"
"O95218","ZRANB2","4.53705","0.401095"
"Q15648","MED1","2.2617","0.401032"
"P04406","GAPDH","11.8489","0.40079"
"Q8IXI2","RHOT1","4.49269","0.399854"
"P84098","RPL19","7.30935","0.399594"
"Q9Y4R8","TELO2","2.34273","0.397932"
"Q5VTL8","PRPF38B","2.75387","0.397917"
"Q15847","ADIRF","3.69078","0.397341"
"Q86WJ1","CHD1L","3.14356","0.397099"
"P50914","RPL14","7.68562","0.396861"
"Q04837","SSBP1","8.92677","0.396849"
"P50402","EMD","6.9706","0.395713"
"Q9BZ29","DOCK9","4.13685","0.395591"
"P13639","EEF2","8.54643","0.394826"
"Q53S33","BOLA3","1.56489","0.394501"
"Q9BSH4","TACO1","3.72844","0.394147"
"P62269","RPS18","7.93546","0.394067"
"P31483","TIA1","4.72345","0.393499"
"Q9BW92","TARS2","4.06345","0.393193"
"O60869","EDF1","5.8528","0.393039"
"P63244","RACK1","7.85846","0.392137"
"Q99471","PFDN5","5.49186","0.391777"
"Q9NZ09","UBAP1","2.52063","0.390811"
"Q96BW9","TAMM41","2.55357","0.390673"
"O43760","SYNGR2","3.78134","0.390658"
"P07492","GRP","5.20733","0.390081"
"Q01780","EXOSC10","4.10664","0.389818"
"Q9UJW0","DCTN4","2.87303","0.389484"
"Q7Z6K3","PTAR1","2.03484","0.388315"
"Q8IUX1","TMEM126B","2.10375","0.388194"
"Q7L1Q6","BZW1","4.90311","0.387549"
"Q63HK3","ZKSCAN2","3.35235","0.387493"
"P23528","CFL1","8.45538","0.387426"
"Q9NP77","SSU72","2.87844","0.38713"
"Q02127","DHODH","3.0623","0.386961"
"Q86X76","NIT1","4.04572","0.386522"
"Q7Z3K3","POGZ","3.36416","0.38635"
"P83916","CBX1","5.26865","0.386268"
"Q14512","FGFBP1","3.26534","0.386105"
"Q2M1P5","KIF7","2.22576","0.385866"
"Q9Y3A6","TMED5","5.78401","0.385736"
"Q8WVM8","SCFD1","4.54255","0.385682"
"Q8N5P1","ZC3H8","2.23992","0.385061"
"Q86XP3","DDX42","5.11808","0.385042"
"Q8IYI6","EXOC8","1.91209","0.384805"
"Q86XH1","IQCA1","6.06776","0.384791"
"Q13433","SLC39A6","2.80515","0.384341"
"Q13347","EIF3I","5.423","0.384177"
"Q04917","YWHAH","5.48115","0.383735"
"Q8NE62","CHDH","4.16236","0.383528"
"Q00796","SORD","4.52026","0.381578"
"Q9Y221","NIP7","4.35292","0.381522"
"Q6ZNA5","FRRS1","3.67644","0.381136"
"Q9Y324","FCF1","2.16601","0.38112"
"P67809","YBX1","6.95485","0.381058"
"P84103","SRSF3","9.81085","0.380887"
"Q9BVT8","TMUB1","3.6733","0.380777"
"O75817","POP7","2.93319","0.379812"
"Q86X29","LSR","4.61882","0.379793"
"P19338","NCL","9.95989","0.37975"
"Q9H1E5","TMX4","3.27373","0.37961"
"O43765","SGTA","4.78774","0.379343"
"Q96RU3","FNBP1","3.51847","0.37867"
"Q69YQ0","SPECC1L","2.53085","0.378639"
"Q9C0C9","UBE2O","3.48201","0.378583"
"Q14247","CTTN","7.08072","0.378464"
"Q13526","PIN1","4.76813","0.378153"
"P60983","GMFB","4.50587","0.377756"
"Q9NWZ3","IRAK4","2.61331","0.377331"
"Q7L3B6","CDC37L1","2.8069","0.377009"
"Q14160","SCRIB","4.79751","0.376863"
"O94811","TPPP","6.16926","0.376176"
"P47224","RABIF","4.26059","0.375542"
"Q6UX53","METTL7B","2.99495","0.375202"
"B2RXF5","ZBTB42","4.8945","0.375167"
"Q9UNZ2","NSFL1C","5.10739","0.374333"
"O43175","PHGDH","7.40579","0.373273"
"Q07283","TCHH","3.01243","0.373104"
"Q9P032","NDUFAF4","3.69724","0.37306"
"O14976","GAK","2.52528","0.372579"
"Q9BSE4","HERPUD2","1.75544","0.372375"
"Q15165","PON2","5.49382","0.371969"
"Q9UHA4","LAMTOR3","4.16232","0.371822"
"P52434","POLR2H","3.68871","0.37147"
"O14810","CPLX1","1.74659","0.370912"
"Q15291","RBBP5","2.97813","0.370818"
"P54578","USP14","5.73083","0.37066"
"P04181","OAT","5.44958","0.37059"
"Q99735","MGST2","3.00791","0.369803"
"P31431","SDC4","3.70949","0.369316"
"P62906","RPL10A","7.96165","0.369291"
"O75865","TRAPPC6A","2.05226","0.368178"
"P53396","ACLY","5.73481","0.368095"
"Q15528","MED22","2.92255","0.36786"
"Q15007","WTAP","3.78317","0.367748"
"P46939","UTRN","4.07968","0.367683"
"P49736","MCM2","6.13511","0.366943"
"Q6UWE0","LRSAM1","1.94497","0.366933"
"Q9BTT0","ANP32E","5.11955","0.366755"
"Q14498","RBM39","6.25367","0.365923"
"O00422","SAP18","7.38068","0.365594"
"O75093","SLIT1","4.46271","0.365544"
"Q15526","SURF1","3.27166","0.365482"
"P61018","RAB4B","1.67066","0.365194"
"P62888","RPL30","8.21283","0.364984"
"O15212","PFDN6","5.75487","0.364943"
"P20290","BTF3","5.4994","0.364266"
"Q99569","PKP4","2.4502","0.363932"
"Q9Y394","DHRS7","4.72299","0.363877"
"Q9Y5P4","CERT1","2.44174","0.362944"
"P62877","RBX1","4.07074","0.362834"
"Q9Y2Q5","LAMTOR2","3.77053","0.362155"
"P78332","RBM6","2.84854","0.361565"
"P08237","PFKM","3.63553","0.361357"
"Q5C9Z4","NOM1","2.44478","0.361309"
"Q8NCA5","FAM98A","3.46354","0.361028"
"Q92843","BCL2L2-PABPN1","1.5879","0.361006"
"Q92843","BCL2L2","1.5879","0.361006"
"P61313","RPL15","7.06716","0.360342"
"O95876","WDPCP","8.88069","0.36022"
"P06744","GPI","7.05258","0.359926"
"P46108","CRK","4.33164","0.359539"
"Q9Y2L1","DIS3","4.02139","0.358753"
"Q9BQA1","WDR77","4.40327","0.358371"
"Q9UFC0","LRWD1","2.84021","0.358149"
"Q9NRR8","CDC42SE1","1.79644","0.357967"
"Q9Y2R5","MRPS17","4.86577","0.35783"
"Q92896","GLG1","3.89907","0.356959"
"Q9NRG7","SDR39U1","1.86854","0.356934"
"Q15057","ACAP2","2.99642","0.356851"
"P26373","RPL13","8.29641","0.35674"
"P62633","CNBP","6.39605","0.356605"
"Q5MIZ7","PPP4R3B","2.1364","0.355714"
"Q9UHR6","ZNHIT2","2.34063","0.35519"
"Q9Y3C1","NOP16","5.8826","0.355097"
"Q6UWP2","DHRS11","2.26588","0.354981"
"Q15262","PTPRK","2.81284","0.354348"
"Q9UKV8","AGO2","2.20134","0.35406"
"Q9H9L3","ISG20L2","2.47711","0.353885"
"P62333","PSMC6","5.76244","0.353619"
"Q8N5L8","RPP25L","3.4248","0.353537"
"Q96EB6","SIRT1","2.20497","0.353375"
"O75886","STAM2","2.68754","0.353223"
"Q5JTZ9","AARS2","3.80541","0.352372"
"Q9BSR8","YIPF4","3.45069","0.352344"
"O15394","NCAM2","3.74198","0.352166"
"Q9Y697","NFS1","4.3927","0.35102"
"Q13485","SMAD4","2.98055","0.35087"
"Q676U5","ATG16L1","0.716556","0.350777"
"P46459","NSF","5.49472","0.349524"
"P13797","PLS3","5.0626","0.34841"
"Q969G3","SMARCE1","4.62923","0.348254"
"P00491","PNP","4.23344","0.348008"
"Q14919","DRAP1","4.58278","0.347889"
"Q5BJD5","TMEM41B","3.37668","0.347853"
"Q02543","RPL18A","5.75958","0.347625"
"Q4L180","FILIP1L","5.7559","0.347099"
"Q8WU79","SMAP2","3.18303","0.346665"
"O95071","UBR5","2.886","0.346624"
"P78345","RPP38","2.82791","0.346498"
"Q8WUY1","THEM6","4.25783","0.346007"
"P46779","RPL28","5.90363","0.345896"
"P0C221","CCDC175","4.45076","0.344508"
"Q9BSH5","HDHD3","3.89057","0.34445"
"P78310","CXADR","4.23814","0.343661"
"Q9P2R3","ANKFY1","2.76867","0.343612"
"Q9NYF8","BCLAF1","6.11818","0.34329"
"Q9P2X0","DPM3","3.84307","0.342363"
"Q9UGP4","LIMD1","2.52213","0.341684"
"Q9NP58","ABCB6","9.44461","0.341644"
"Q9BUR5","APOO","4.50184","0.341593"
"P23396","RPS3","7.42787","0.341328"
"Q9BVI4","NOC4L","3.15398","0.341179"
"Q9NR30","DDX21","7.26437","0.341125"
"Q9NQR4","NIT2","4.60551","0.34054"
"Q92600","CNOT9","2.01517","0.340315"
"Q99595","TIMM17A","2.55522","0.339215"
"P62081","RPS7","7.74278","0.339008"
"Q7Z2Z1","TICRR","3.10651","0.338584"
"O75503","CLN5","2.38161","0.33818"
"Q92766","RREB1","2.586","0.338002"
"Q00325","SLC25A3","7.86415","0.33798"
"Q9BTX1","NDC1","2.57166","0.337926"
"Q96RP9","GFM1","5.73138","0.337074"
"Q8IXQ4","GPALPP1","2.46329","0.336169"
"Q9UJ70","NAGK","3.41571","0.335804"
"Q14376","GALE","2.93574","0.335593"
"O94903","PLPBP","4.92125","0.334814"
"P49770","EIF2B2","2.28538","0.334315"
"Q9Y6B6","SAR1B","4.0773","0.334307"
"Q15004","PCLAF","3.49673","0.333852"
"Q9Y530","OARD1","2.73","0.331811"
"O75381","PEX14","4.16073","0.331501"
"Q9UGV2","NDRG3","4.19225","0.331326"
"Q9NRF9","POLE3","4.08262","0.330967"
"O95671","ASMTL","3.72757","0.330894"
"Q9NQW7","XPNPEP1","3.49816","0.330742"
"Q9H0C8","ILKAP","4.6217","0.330235"
"O43592","XPOT","3.18512","0.330233"
"A0FGR8","ESYT2","4.39617","0.330203"
"P58511","SMIM11A","1.3748","0.329853"
"Q9HA64","FN3KRP","3.64417","0.329744"
"Q9NSP4","CENPM","1.01995","0.329676"
"Q5VYK3","ECPAS","3.46917","0.32926"
"P04424","ASL","3.30927","0.328791"
"A0A0U1RRL7","MMP24OS","1.84033","0.32857"
"Q969U7","PSMG2","2.70112","0.32762"
"Q9Y2Z2","MTO1","2.1382","0.327615"
"Q9UHQ9","CYB5R1","3.39986","0.327516"
"P56134","ATP5MF","4.28389","0.32716"
"P48739","PITPNB","3.34565","0.327117"
"Q92688","ANP32B","7.01486","0.327016"
"Q9BVP2","GNL3","4.96264","0.326762"
"Q96I36","COX14","2.75109","0.326683"
"Q9H6S3","EPS8L2","4.50695","0.326328"
"Q96G23","CERS2","4.68064","0.326324"
"Q96FJ2","DYNLL2","2.61717","0.326061"
"P41134","ID1","1.61005","0.326017"
"P23919","DTYMK","5.94135","0.32557"
"Q9Y6X8","ZHX2","2.72235","0.325419"
"P52209","PGD","6.33286","0.325008"
"P09651","HNRNPA1","9.37454","0.324816"
"P13984","GTF2F2","3.82697","0.324792"
"Q96AT9","RPE","3.45491","0.323949"
"A8CG34","POM121C","2.7946","0.32394"
"O14763","TNFRSF10B","2.36102","0.323842"
"Q6IE81","JADE1","0.906559","0.323449"
"P17029","ZKSCAN1","2.42504","0.323143"
"P61019","RAB2A","5.31071","0.323132"
"Q9UBQ7","GRHPR","5.07439","0.322719"
"Q9H2E6","SEMA6A","0.897476","0.322655"
"Q9UMF0","ICAM5","2.03828","0.321912"
"P46109","CRKL","4.81636","0.321735"
"Q9GZY8","MFF","3.97914","0.321419"
"Q9BZL4","PPP1R12C","1.73046","0.321198"
"Q96IY1","NSL1","2.45651","0.319505"
"Q9Y3U8","RPL36","6.8871","0.319129"
"Q9Y4H2","IRS2","2.48149","0.318745"
"A8MXV4","NUDT19","3.76973","0.317942"
"Q8N128","FAM177A1","2.55088","0.317787"
"Q9BY77","POLDIP3","4.57339","0.317542"
"P61077","UBE2D3","4.90674","0.316623"
"P43250","GRK6","0.972514","0.315858"
"P24534","EEF1B2","8.71149","0.314713"
"P46976","GYG1","4.8944","0.314428"
"Q9ULW3","ABT1","3.21484","0.31381"
"O00429","DNM1L","5.11109","0.3134"
"Q6PI78","TMEM65","2.20183","0.312621"
"P11117","ACP2","4.24684","0.312508"
"O76015","KRT38","7.80051","0.312213"
"Q9BZV1","UBXN6","2.43602","0.311928"
"Q32P41","TRMT5","2.44433","0.311169"
"Q9Y487","ATP6V0A2","2.69782","0.310614"
"Q13084","MRPL28","3.91439","0.31059"
"Q9P2N5","RBM27","3.65171","0.310274"
"Q08AM6","VAC14","2.16953","0.309959"
"P48556","PSMD8","5.47075","0.309858"
"Q5T447","HECTD3","2.11571","0.30959"
"Q6W2J9","BCOR","2.62814","0.309051"
"O15156","ZBTB7B","2.04487","0.308926"
"O95363","FARS2","1.78906","0.308835"
"P67812","SEC11A","3.08134","0.308496"
"Q96HP0","DOCK6","2.11587","0.307858"
"O15031","PLXNB2","4.55318","0.307625"
"O00303","EIF3F","5.99477","0.307356"
"Q9NZN5","ARHGEF12","3.62846","0.306861"
"Q9NUQ8","ABCF3","2.70935","0.305251"
"Q9BVQ7","SPATA5L1","2.09142","0.305243"
"Q86Y38","XYLT1","3.11857","0.303536"
"Q04323","UBXN1","4.66733","0.303229"
"Q06323","PSME1","7.66085","0.301903"
"Q16890","TPD52L1","3.14078","0.301883"
"P30153","PPP2R1A","6.22005","0.301851"
"Q00341","HDLBP","5.82905","0.301754"
"Q8IZ83","ALDH16A1","3.23811","0.301496"
"P49961","ENTPD1","7.2277","0.301369"
