"Uniprot ID","Symbol","Protein Intensity","Z-Score"
"Q96HC4","PDLIM5","3.94024","0.17659"
"P10586","PTPRF","4.86729","0.175801"
"Q9H5K3","POMK","2.06382","0.174843"
"Q9UNN5","FAF1","3.27855","0.174638"
"Q9UGC7","MTRF1L","0.888212","0.174527"
"Q92839","HAS1","7.2912","0.174379"
"P40222","TXLNA","3.87522","0.173915"
"Q7Z7A1","CNTRL","4.88729","0.173575"
"Q9BXP5","SRRT","6.20897","0.172594"
"Q9NWV8","BABAM1","3.35467","0.172448"
"Q03188","CENPC","2.82612","0.172332"
"Q9BU89","DOHH","2.82536","0.171855"
"P61011","SRP54","4.32476","0.171705"
"P12956","XRCC6","6.9256","0.171264"
"Q6PL24","TMED8","2.47699","0.171184"
"Q9HBG6","IFT122","4.73691","0.171089"
"P06132","UROD","3.10673","0.170877"
"Q9NTM9","CUTC","2.38997","0.170791"
"O14907","TAX1BP3","1.89763","0.170357"
"Q06203","PPAT","4.03998","0.170354"
"P00374","DHFR","3.45242","0.169726"
"O60637","TSPAN3","5.41711","0.169229"
"Q6PD74","AAGAB","3.23281","0.169226"
"P46777","RPL5","7.02389","0.169063"
"Q9NW82","WDR70","3.08636","0.168983"
"Q92914","FGF11","2.80422","0.168846"
"P27707","DCK","3.60871","0.168648"
"O15511","ARPC5","6.84228","0.168545"
"Q8NDL9","AGBL5","1.28148","0.168468"
"Q9GZS1","POLR1E","3.60564","0.168034"
"O94919","ENDOD1","3.99341","0.167799"
"O95169","NDUFB8","3.80486","0.16768"
"Q16531","DDB1","6.15041","0.166895"
"Q86UN3","RTN4RL2","2.05575","0.16688"
"O43924","PDE6D","2.67155","0.166563"
"Q9BQ67","GRWD1","4.21925","0.16624"
"Q2TAY7","SMU1","5.00915","0.166143"
"P50990","CCT8","7.71687","0.165999"
"Q8IYT3","CCDC170","4.8322","0.165757"
"P50991","CCT4","7.38067","0.165447"
"P61978","HNRNPK","9.67828","0.165243"
"P31327","CPS1","4.27451","0.165219"
"Q9NV96","TMEM30A","3.05253","0.165204"
"P22102","GART","5.53741","0.165092"
"P62266","RPS23","6.76199","0.164986"
"Q96I59","NARS2","2.40257","0.164544"
"Q8TCF1","ZFAND1","2.58591","0.16385"
"P62249","RPS16","7.17346","0.163494"
"P02545","LMNA","9.59208","0.163107"
"Q9H501","ESF1","3.22354","0.163086"
"Q86X27","RALGPS2","1.55916","0.162477"
"Q58FF7","HSP90AB3P","4.07503","0.162073"
"Q99766","DMAC2L","2.88028","0.16179"
"Q96EY7","PTCD3","4.14667","0.161555"
"Q5TAA0","TTC22","6.53359","0.161483"
"Q9BQC3","DPH2","1.99437","0.161398"
"Q96H20","SNF8","2.47971","0.16133"
"O75351","VPS4B","3.82509","0.16128"
"Q86UK7","ZNF598","3.27088","0.160521"
"Q8NEU8","APPL2","2.48248","0.160061"
"Q9NRP4","SDHAF3","2.3753","0.159756"
"Q9Y5J6","TIMM10B","2.98651","0.158772"
"Q96K37","SLC35E1","1.46246","0.15807"
"Q8WWM7","ATXN2L","5.48877","0.15793"
"Q9NZ32","ACTR10","2.47812","0.157757"
"Q13492","PICALM","4.48987","0.15752"
"Q9NPG3","UBN1","2.30363","0.157409"
"P07737","PFN1","9.27746","0.157128"
"P60880","SNAP25","2.3289","0.156416"
"P09001","MRPL3","2.8387","0.156042"
"A8MT69","CENPX","2.44476","0.155688"
"Q96PZ0","PUS7","3.46594","0.155558"
"Q9NRN7","AASDHPPT","3.71676","0.15463"
"Q06136","KDSR","3.16026","0.154538"
"P50238","CRIP1","6.01461","0.15449"
"O60547","GMDS","3.80096","0.154487"
"O14910","LIN7A","4.04445","0.153802"
"Q14118","DAG1","3.97672","0.153323"
"Q9HBR0","SLC38A10","2.0507","0.152306"
"P20645","M6PR","4.49973","0.151828"
"Q13573","SNW1","5.3883","0.151628"
"P54105","CLNS1A","4.52698","0.151037"
"P11171","EPB41","2.96748","0.150897"
"Q14331","FRG1","3.46505","0.150762"
"Q9Y230","RUVBL2","6.93328","0.150557"
"Q15404","RSU1","3.51493","0.150539"
"Q96CB9","NSUN4","2.32393","0.149734"
"Q93009","USP7","5.0417","0.14924"
"Q15459","SF3A1","6.10147","0.148885"
"P01024","C3","3.41211","0.148359"
"Q4KMQ1","TPRN","1.5765","0.148221"
"Q969N2","PIGT","3.40927","0.148198"
"Q99988","GDF15","3.74011","0.147686"
"P53602","MVD","2.94317","0.146633"
"P43307","SSR1","7.34346","0.146419"
"Q8WXA9","SREK1","2.91487","0.146381"
"Q96QC0","PPP1R10","3.52262","0.146189"
"Q9BTE6","PTGES3L-AARSD1","3.198","0.145938"
"Q9BTE6","AARSD1","3.198","0.145938"
"P12235","SLC25A4","3.39526","0.145477"
"O15405","TOX3","1.44193","0.145347"
"P21817","RYR1","4.48247","0.145084"
"Q9H0G5","NSRP1","2.20981","0.144763"
"Q8TF68","ZNF384","2.55097","0.143118"
"Q66K74","MAP1S","2.95032","0.143083"
"P51610","HCFC1","4.94302","0.142156"
"P62854","RPS26","4.91533","0.142071"
"O94776","MTA2","5.08908","0.141996"
"Q92973","TNPO1","5.05784","0.141986"
"Q9BZE4","GTPBP4","4.77855","0.141919"
"O95297","MPZL1","3.41069","0.141779"
"Q9UNW8","GPR132","3.39796","0.14163"
"O60573","EIF4E2","1.91108","0.141554"
"Q8IXH8","CDH26","5.04142","0.141472"
"Q9P2P6","STARD9","4.24132","0.14134"
"P10746","UROS","2.49259","0.141294"
"O15116","LSM1","4.5876","0.139955"
"Q96T60","PNKP","2.82798","0.139689"
"Q9Y2W1","THRAP3","5.73907","0.139652"
"O43709","BUD23","2.84243","0.139207"
"O75128","COBL","1.9664","0.139012"
"Q6PJT7","ZC3H14","4.2335","0.138646"
"Q9BXW9","FANCD2","1.98172","0.138252"
"P46087","NOP2","5.68422","0.1382"
"O60343","TBC1D4","2.92482","0.138079"
"Q9H0W8","SMG9","1.98197","0.138056"
"Q9Y2Y0","ARL2BP","2.46199","0.137737"
"P28072","PSMB6","6.5989","0.137548"
"O14936","CASK","3.19725","0.137419"
"Q9UHB6","LIMA1","5.75938","0.137187"
"P11233","RALA","4.62874","0.136897"
"P62312","LSM6","5.26429","0.135465"
"O94766","B3GAT3","3.65678","0.135087"
"Q7L099","RUFY3","2.59854","0.134049"
"Q9NVM9","INTS13","2.94197","0.133923"
"Q9NRX1","PNO1","3.39378","0.133902"
"Q8WVC6","DCAKD","2.21837","0.133846"
"Q9Y5L0","TNPO3","2.4843","0.13356"
"Q99808","SLC29A1","2.52328","0.133528"
"P04183","TK1","3.59717","0.132562"
"P43003","SLC1A3","3.66799","0.132248"
"Q9UNF0","PACSIN2","4.49304","0.131631"
"P17987","TCP1","6.81503","0.131612"
"Q5VT66","MTARC1","1.81956","0.131604"
"Q9NPE3","NOP10","3.78763","0.131368"
"P29372","MPG","3.28703","0.130952"
"Q9NZL9","MAT2B","5.49316","0.130762"
"Q9Y2R9","MRPS7","3.69744","0.13069"
"O75821","EIF3G","5.49889","0.130574"
"Q8NCM8","DYNC2H1","3.30211","0.130005"
"Q92614","MYO18A","3.74045","0.129958"
"P25686","DNAJB2","1.91143","0.129957"
"Q6DT37","CDC42BPG","1.00901","0.12985"
"Q13435","SF3B2","6.58722","0.129771"
"O00584","RNASET2","3.13846","0.12919"
"O00159","MYO1C","4.58628","0.128999"
"O75475","PSIP1","6.26824","0.128954"
"Q4G0I0","C16orf91","1.34412","0.128869"
"O00519","FAAH","2.46675","0.128868"
"P18669","PGAM1","7.5284","0.128661"
"O00762","UBE2C","3.08342","0.12852"
"P20338","RAB4A","2.31803","0.128228"
"Q9UPN9","TRIM33","2.72788","0.127404"
"Q9Y2L5","TRAPPC8","3.36529","0.127255"
"P61244","MAX","2.86493","0.127157"
"Q92696","RABGGTA","2.33312","0.127022"
"Q9NQH7","XPNPEP3","8.93565","0.126502"
"Q9P2E9","RRBP1","6.29963","0.126121"
"O15504","NUP42","1.70454","0.126089"
"Q92608","DOCK2","3.53903","0.125692"
"P14866","HNRNPL","7.69428","0.125513"
"P31153","MAT2A","4.55522","0.125292"
"P63167","DYNLL1","2.57114","0.125215"
"Q8WWC4","MAIP1","3.64159","0.125139"
"O60427","FADS1","3.01415","0.12509"
"Q9NQ55","PPAN","2.9187","0.124887"
"Q9Y294","ASF1A","3.1394","0.124752"
"Q5SQI0","ATAT1","1.48866","0.124146"
"Q14694","USP10","4.30526","0.123619"
"P49848","TAF6","0.933187","0.123606"
"Q08257","CRYZ","5.5532","0.123246"
"O43169","CYB5B","5.87023","0.12319"
"Q8WUM4","PDCD6IP","5.52864","0.122993"
"Q14683","SMC1A","5.92722","0.12282"
"P02656","APOC3","1.72079","0.122674"
"O60925","PFDN1","5.27655","0.121725"
"Q9Y6M5","SLC30A1","2.86836","0.120893"
"Q5T8P6","RBM26","3.49833","0.12052"
"Q9NYV4","CDK12","2.19383","0.119797"
"Q9BZD4","NUF2","2.26317","0.119741"
"Q9Y4C2","TCAF1","2.0136","0.119308"
"P56378","ATP5MJ","3.01953","0.119095"
"P78362","SRPK2","3.01197","0.118554"
"P78330","PSPH","4.16649","0.118391"
"Q9BWJ5","SF3B5","2.3908","0.118334"
"Q9Y3B8","REXO2","4.95956","0.118018"
"P51570","GALK1","4.09274","0.116973"
"Q14839","CHD4","5.27747","0.116478"
"Q96FZ7","CHMP6","2.77388","0.116347"
"Q9H0R4","HDHD2","2.9535","0.116199"
"Q92882","OSTF1","3.92316","0.11618"
"Q9H8Y5","ANKZF1","2.19228","0.115809"
"Q8NFZ8","CADM4","3.03584","0.115289"
"Q8IWS0","PHF6","4.19715","0.115235"
"Q5T1M5","FKBP15","1.96105","0.114802"
"Q92665","MRPS31","4.89562","0.114634"
"Q15649","ZNHIT3","1.22854","0.114565"
"P16152","CBR1","5.75577","0.114485"
"Q9UFW8","CGGBP1","3.14514","0.114456"
"Q9NP92","MRPS30","3.26159","0.113794"
"O00712","NFIB","2.69734","0.113758"
"O00391","QSOX1","2.22356","0.113744"
"Q9Y6G9","DYNC1LI1","3.52468","0.112881"
"P19971","TYMP","2.87823","0.112764"
"P52565","ARHGDIA","5.86532","0.112562"
"P58107","EPPK1","4.70565","0.111768"
"P08962","CD63","3.26868","0.111296"
"Q13367","AP3B2","2.48754","0.111285"
"P82664","MRPS10","2.43523","0.109718"
"Q9NVH0","EXD2","2.57215","0.109323"
"Q8WZ73","RFFL","3.08889","0.109307"
"Q14103","HNRNPD","8.57458","0.108979"
"Q6F5E8","CARMIL2","2.2021","0.10888"
"P08134","RHOC","5.0291","0.108519"
"Q92947","GCDH","4.41926","0.108373"
"Q6P1M0","SLC27A4","3.37693","0.107423"
"P78540","ARG2","2.77356","0.107396"
"Q08752","PPID","4.37527","0.107284"
"O15213","WDR46","3.55756","0.107092"
"O15534","PER1","2.71499","0.106776"
"Q9H306","MMP27","4.72","0.106426"
"Q13620","CUL4B","3.53604","0.106337"
"Q96AE4","FUBP1","7.40685","0.10606"
"Q9Y5U8","MPC1","1.65448","0.106055"
"Q13363","CTBP1","4.68351","0.105213"
"P04843","RPN1","7.79263","0.10487"
"Q96BZ9","TBC1D20","1.27465","0.104589"
"Q9C0B5","ZDHHC5","2.31634","0.104081"
"P04179","SOD2","5.94751","0.103927"
"P49903","SEPHS1","2.91962","0.103922"
"Q14004","CDK13","0.605287","0.103658"
"Q15070","OXA1L","4.35342","0.103598"
"Q5EBM0","CMPK2","2.292","0.103396"
"Q01970","PLCB3","3.43386","0.102896"
"P00558","PGK1","8.64475","0.10204"
"Q14444","CAPRIN1","5.57121","0.10142"
"Q9Y5J7","TIMM9","5.5102","0.100981"
"P01112","HRAS","3.60077","0.10098"
"P61962","DCAF7","2.80713","0.100966"
"Q96LW7","CARD19","2.8146","0.100585"
"P51572","BCAP31","6.78504","0.100506"
"Q8ND24","RNF214","2.69991","0.0996161"
"Q8N684","CPSF7","5.03116","0.0994321"
"P41223","BUD31","4.53864","0.0990417"
"Q96P47","AGAP3","2.42249","0.0989477"
"Q9NWA0","MED9","0.757745","0.0988343"
"P12270","TPR","5.73108","0.098204"
"Q8NB49","ATP11C","1.81494","0.0978683"
"P51857","AKR1D1","4.91158","0.0976187"
"P28289","TMOD1","3.8331","0.09732"
"Q6P2E9","EDC4","4.28332","0.0971462"
"P41208","CETN2","2.11147","0.0961697"
"Q9P0U4","CXXC1","2.26053","0.0960388"
"Q96JD6","AKR1E2","3.69617","0.0955126"
"Q9UI10","EIF2B4","2.52934","0.0954415"
"P62805","H4C15","13.5048","0.0949921"
"P62805","H4-16","13.5048","0.0949921"
"P62805","H4C14","13.5048","0.0949921"
"P62805","H4C13","13.5048","0.0949921"
"P62805","H4C12","13.5048","0.0949921"
"P62805","H4C11","13.5048","0.0949921"
"P62805","H4C9","13.5048","0.0949921"
"P62805","H4C8","13.5048","0.0949921"
"P62805","H4C6","13.5048","0.0949921"
"P62805","H4C5","13.5048","0.0949921"
"P62805","H4C4","13.5048","0.0949921"
"P62805","H4C1","13.5048","0.0949921"
"P62805","H4C2","13.5048","0.0949921"
"P62805","H4C3","13.5048","0.0949921"
"Q9Y277","VDAC3","5.94246","0.0933624"
"Q96S44","TP53RK","2.84662","0.0928559"
"Q05655","PRKCD","2.59758","0.0925251"
"Q9BQ39","DDX50","4.69834","0.0921882"
"Q96CD2","PPCDC","2.20173","0.0918167"
"O60308","CEP104","2.33834","0.0915348"
"Q13371","PDCL","2.60597","0.0902117"
"Q92542","NCSTN","5.26163","0.0899591"
"P63104","YWHAZ","9.28501","0.089659"
"P54619","PRKAG1","2.33572","0.089576"
"Q8IV08","PLD3","4.69756","0.0894354"
"Q9NVT9","ARMC1","4.3456","0.088904"
"Q14980","NUMA1","6.08804","0.0888634"
"Q5TAQ9","DCAF8","1.45801","0.0884341"
"O60508","CDC40","3.55446","0.0879275"
"Q15428","SF3A2","3.96372","0.0877876"
"P49368","CCT3","7.6456","0.0869925"
"Q93052","LPP","2.87633","0.0868602"
"O60645","EXOC3","2.7742","0.0863108"
"Q99571","P2RX4","1.82162","0.0861114"
"Q8NFQ8","TOR1AIP2","3.93616","0.0856704"
"Q13362","PPP2R5C","2.33328","0.085512"
"Q9P253","VPS18","2.01675","0.0854791"
"O95782","AP2A1","5.07395","0.0849757"
"Q9NQX4","MYO5C","5.21374","0.0849546"
"Q96P11","NSUN5","1.76835","0.0848761"
"Q9BSC4","NOL10","3.28405","0.0847455"
"Q99733","NAP1L4","6.27837","0.0847105"
"Q99873","PRMT1","3.36034","0.0841958"
"Q96GA3","LTV1","2.65022","0.0840303"
"Q9Y3A3","MOB4","3.55935","0.083778"
"P68036","UBE2L3","4.70101","0.0826434"
"P46100","ATRX","2.58335","0.0825059"
"Q969L2","MAL2","5.08016","0.0824913"
"O43813","LANCL1","3.40253","0.0815865"
"Q7L2Z9","CENPQ","1.79624","0.0801364"
"Q9NPJ3","ACOT13","5.50675","0.0799672"
"Q9UPN4","CEP131","2.82984","0.0797082"
"O60784","TOM1","3.35771","0.0789258"
"Q9Y296","TRAPPC4","2.64395","0.0786877"
"P0C7M7","ACSM4","1.31044","0.0782292"
"Q08170","SRSF4","4.31193","0.077363"
"P46781","RPS9","6.91167","0.0769548"
"Q6UXK2","ISLR2","2.14992","0.0767544"
"Q9H974","QTRT2","2.87189","0.0763426"
"P05423","POLR3D","2.32601","0.076116"
"P33992","MCM5","5.34549","0.0759482"
"P50995","ANXA11","5.31647","0.0755223"
"P27348","YWHAQ","6.66727","0.0754621"
"P83731","RPL24","7.36044","0.0752936"
"Q9Y217","MTMR6","1.61858","0.0752409"
"Q6P1K2","PMF1","3.30889","0.0739317"
"Q8TDX7","NEK7","2.08394","0.0737761"
"P38571","LIPA","2.99581","0.0733906"
"Q8IW45","NAXD","1.49948","0.0731068"
"Q6GMV3","PTRHD1","3.27062","0.0718361"
"P62995","TRA2B","6.58174","0.071507"
"P07237","P4HB","9.13394","0.0713324"
"P09496","CLTA","7.06552","0.0712272"
"Q5TZA2","CROCC","4.88141","0.070926"
"Q96K76","USP47","2.45642","0.0701052"
"Q7Z4Q2","HEATR3","3.45924","0.0698719"
"P12081","HARS1","5.07284","0.0697761"
"Q9UK61","TASOR","3.0521","0.0695833"
"P07951","TPM2","4.02003","0.0694274"
"Q9NZT2","OGFR","2.76998","0.0691554"
"O15372","EIF3H","3.73668","0.0688673"
"Q9BY42","RTF2","2.51791","0.0683171"
"Q9NS93","TM7SF3","2.87236","0.0674998"
"P20810","CAST","4.33684","0.0669003"
"Q9Y3S2","ZNF330","2.06114","0.066885"
"Q15907","RAB11B","5.19872","0.0664543"
"Q86WA8","LONP2","1.82091","0.0661476"
"Q9NSY1","BMP2K","1.95602","0.0660206"
"Q86V81","ALYREF","7.25944","0.0659804"
"P36578","RPL4","7.34913","0.0657326"
"Q9ULJ8","PPP1R9A","1.79518","0.0648986"
"Q9NSI2","FAM207A","3.22264","0.0645833"
"O60568","PLOD3","4.31732","0.0630462"
"A1L0T0","ILVBL","3.9465","0.0626316"
"Q86VP1","TAX1BP1","2.14538","0.0625361"
"O14737","PDCD5","5.31852","0.0623362"
"Q9BY11","PACSIN1","2.09091","0.0616368"
"Q58FG1","HSP90AA4P","3.12818","0.061267"
"Q99832","CCT7","7.3075","0.059843"
"Q13868","EXOSC2","4.08674","0.0595761"
"P08240","SRPRA","4.27262","0.0588671"
"Q6ZVC0","NYAP1","5.22722","0.0580173"
"Q14126","DSG2","4.65708","0.0576589"
"Q6DN90","IQSEC1","1.36398","0.0575763"
"Q9ULQ1","TPCN1","0.72662","0.0574521"
"Q9NQA3","WASH6P","0.571972","0.0574113"
"Q6IQ23","PLEKHA7","2.66924","0.0571816"
"Q8N543","OGFOD1","2.11064","0.0569634"
"P34931","HSPA1L","2.50961","0.0568512"
"Q9H672","ASB7","4.31067","0.0554847"
"Q9NZZ3","CHMP5","3.05652","0.0554207"
"Q9NS87","KIF15","3.18585","0.0553834"
"Q9BXP2","SLC12A9","3.38049","0.0544271"
"Q9BV38","WDR18","4.91796","0.0543618"
"Q8IY21","DDX60","4.43417","0.05404"
"Q96SI9","STRBP","6.09239","0.0518364"
"P08238","HSP90AB1","9.84829","0.051555"
"Q9NQ29","LUC7L","2.32842","0.0512332"
"O60287","URB1","2.06711","0.050836"
"Q12913","PTPRJ","3.16237","0.0500879"
"Q96DA6","DNAJC19","4.02758","0.0500815"
"O43314","PPIP5K2","2.40176","0.0500107"
"O43143","DHX15","5.58648","0.0497031"
"Q9H2K8","TAOK3","3.0275","0.0495008"
"Q9NP97","DYNLRB1","2.82718","0.0492718"
"Q96FX7","TRMT61A","3.26683","0.0491379"
"Q86SZ2","TRAPPC6B","2.46024","0.0491036"
"Q9Y5J1","UTP18","4.48489","0.0490575"
"Q9BTD8","RBM42","3.28525","0.0490209"
"P43007","SLC1A4","3.63347","0.0483228"
"P62820","RAB1A","5.24455","0.0473747"
"O43290","SART1","4.66548","0.0473169"
"Q9GZL7","WDR12","4.73817","0.0467633"
"Q9UHX1","PUF60","5.93604","0.0465475"
"O76021","RSL1D1","7.23591","0.045589"
"Q9UKY7","CDV3","5.0562","0.045559"
"Q86WB0","ZC3HC1","1.72019","0.0455563"
"A6NHQ2","FBLL1","5.30255","0.0452829"
"Q4VC31","MIX23","4.87217","0.0452361"
"Q8N2F6","ARMC10","3.62348","0.0452167"
"O15066","KIF3B","1.77946","0.045057"
"O95049","TJP3","2.32223","0.0446183"
"Q9Y624","F11R","5.01332","0.0445004"
"O00488","ZNF593","2.96411","0.0444895"
"P15531","NME1","5.77128","0.04428"
"O60244","MED14","1.2691","0.0436481"
"P11766","ADH5","4.26723","0.0432428"
"P15880","RPS2","7.43718","0.0429543"
"Q15645","TRIP13","2.72828","0.0426624"
"Q9NUD5","ZCCHC3","2.29475","0.0425899"
"Q9NS91","RAD18","2.30957","0.0423679"
"Q12959","DLG1","4.35171","0.0418387"
"P49915","GMPS","5.70051","0.041723"
"Q8NCN4","RNF169","2.14415","0.0405187"
"P61129","ZC3H6","4.46608","0.0399503"
"P08727","KRT19","7.69734","0.0396832"
"P57772","EEFSEC","1.84729","0.0395498"
"Q9UGI8","TES","3.50501","0.0394829"
"Q53F39","MPPE1","2.88747","0.039029"
"Q53FZ2","ACSM3","2.26588","0.038904"
"Q8WVV4","POF1B","3.70582","0.0385656"
"Q15813","TBCE","2.38478","0.0383674"
"Q659C4","LARP1B","-0.133441","0.0383599"
"Q14008","CKAP5","4.14689","0.0382826"
"Q99961","SH3GL1","4.94109","0.0381291"
"Q9BX40","LSM14B","3.44079","0.0380632"
"P04844","RPN2","5.47944","0.0371807"
"Q6GQQ9","OTUD7B","2.44356","0.0365075"
"Q9H425","C1orf198","1.79807","0.0362552"
"P51571","SSR4","6.44809","0.0362051"
"A0AVT1","UBA6","3.99928","0.0349653"
"P11142","HSPA8","10.3715","0.0342276"
"Q8IZQ5","SELENOH","3.29742","0.0338782"
"P43243","MATR3","7.49205","0.0334498"
"Q9Y3D5","MRPS18C","3.86326","0.0332886"
"P62424","RPL7A","8.16516","0.0331473"
"Q9Y6X5","ENPP4","2.30873","0.0322404"
"Q5BKX5","C19orf54","1.6468","0.0317699"
"P21741","MDK","1.68196","0.0316798"
"Q9H853","TUBA4B","5.99208","0.0315473"
"Q9BXW7","HDHD5","4.63478","0.0313104"
"P06280","GLA","2.52607","0.0293823"
"P35080","PFN2","5.66202","0.028974"
"P14923","JUP","5.17079","0.0288576"
"P29992","GNA11","4.0535","0.0273377"
"Q03013","GSTM4","2.19962","0.027257"
"Q8N3F8","MICALL1","2.44146","0.0271502"
"O95721","SNAP29","3.43849","0.0269537"
"P10599","TXN","7.60496","0.0262904"
"Q8IZY2","ABCA7","0.2587","0.0258426"
"P62316","SNRPD2","7.02127","0.025349"
"O00459","PIK3R2","1.64757","0.0253441"
"Q8IWB6","TEX14","3.30009","0.0252197"
"P62140","PPP1CB","4.88915","0.024817"
"P04114","APOB","3.01264","0.0246609"
"P63279","UBE2I","5.54748","0.0238333"
"Q9UL46","PSME2","5.79608","0.0238276"
"P07900","HSP90AA1","8.71692","0.0236052"
"Q96BD0","SLCO4A1","2.29244","0.0230242"
"Q15120","PDK3","2.35459","0.0224174"
"O00410","IPO5","5.27905","0.0221664"
"O14734","ACOT8","2.77878","0.0219834"
"Q9P0J7","KCMF1","2.62383","0.0216976"
"Q14651","PLS1","3.5072","0.0212479"
"Q14814","MEF2D","1.64214","0.0209091"
"Q96SB3","PPP1R9B","3.35714","0.0208965"
"Q96GQ7","DDX27","5.02812","0.020748"
"P62993","GRB2","5.32737","0.0205268"
"O95834","EML2","1.90518","0.0204726"
"P36873","PPP1CC","4.20149","0.0200665"
"Q8NAX2","KDF1","1.9369","0.0197107"
"P30520","ADSS2","4.26564","0.0188649"
"Q8NI35","PATJ","3.08306","0.018757"
"O95747","OXSR1","4.43722","0.0183346"
"Q96S99","PLEKHF1","2.97769","0.0182959"
"P52272","HNRNPM","8.24198","0.0178893"
"P61956","SUMO2","1.92876","0.0178287"
"O43818","RRP9","4.8567","0.0172123"
"O15392","BIRC5","1.29243","0.0157052"
"P09382","LGALS1","8.0518","0.0156075"
"Q9BSF4","TIMM29","2.30546","0.0152372"
"Q8N8Y2","ATP6V0D2","0.96969","0.014734"
"Q8IW19","APLF","2.90878","0.0146281"
"P07384","CAPN1","4.96242","0.0142362"
"Q9H845","ACAD9","4.44203","0.0142017"
"O75879","GATB","3.08966","0.0141881"
"Q96SY0","INTS14","1.43732","0.0137792"
"O43684","BUB3","5.32782","0.0132212"
"O15014","ZNF609","1.61123","0.0122923"
"P10620","MGST1","3.48859","0.0121132"
"Q9BWS9","CHID1","3.36405","0.0119812"
"Q68D91","MBLAC2","2.51087","0.0115858"
"Q96SB4","SRPK1","2.8103","0.0107323"
"P22681","CBL","3.68549","0.0107045"
"P57071","PRDM15","3.23755","0.0106602"
"Q9ULE4","FAM184B","5.05938","0.0103583"
"Q99805","TM9SF2","4.52684","0.010105"
"Q9NR56","MBNL1","2.98424","0.00979822"
"Q96DZ1","ERLEC1","2.9756","0.00904599"
"P78356","PIP4K2B","1.59166","0.00874028"
"Q8WXH0","SYNE2","3.24143","0.00873689"
"Q9UBE0","SAE1","4.96098","0.00857738"
"O00192","ARVCF","2.36956","0.00801031"
"P19174","PLCG1","2.36719","0.00782605"
"Q9NYB9","ABI2","2.73198","0.0073504"
"Q53EL6","PDCD4","4.03764","0.00654804"
"Q8N5M1","ATPAF2","1.46323","0.0064715"
"Q08211","DHX9","7.92043","0.00569572"
"Q9HCU9","BRMS1","1.30742","0.00541159"
"P49005","POLD2","2.61808","0.00521761"
"P54577","YARS1","5.25709","0.0046844"
"Q96EK5","KIFBP","2.90587","0.00396484"
"Q5SY16","NOL9","3.11823","0.00300969"
"P55210","CASP7","2.80878","0.00286765"
"O14893","GEMIN2","0.953799","0.00197452"
"P38432","COIL","3.61484","0.001577"
"Q9Y584","TIMM22","1.67498","0.00101853"
"P56962","STX17","3.37474","0.00100726"
"Q02878","RPL6","8.86591","0.00044372"
"Q8WUW1","BRK1","3.22234","0.00042718"
"P13637","ATP1A3","3.91528","0.000366934"
"O60518","RANBP6","2.54228","-0.000115659"
"Q96GQ5","RUSF1","2.461","-0.000397401"
"Q15758","SLC1A5","6.64557","-0.000543546"
"Q9NXA8","SIRT5","1.10303","-0.000681638"
"Q9Y666","SLC12A7","2.38924","-0.000750453"
"P18065","IGFBP2","3.40103","-0.000821436"
"P58546","MTPN","4.36847","-0.00102484"
"P22466","GAL","2.30632","-0.0011002"
"Q9BVK6","TMED9","6.67989","-0.00128859"
"Q8IUI8","CRLF3","2.28592","-0.00133498"
"Q9H9A6","LRRC40","3.32156","-0.00138933"
"Q96MW1","CCDC43","2.76262","-0.00399132"
"P29279","CCN2","3.01755","-0.00455367"
"P07339","CTSD","7.13444","-0.00462431"
"Q96RR4","CAMKK2","2.07787","-0.00467631"
"P13693","TPT1","5.68615","-0.00569189"
"Q8NEF9","SRFBP1","2.74748","-0.00624191"
"Q2M389","WASHC4","2.05985","-0.00669706"
"Q7Z6J9","TSEN54","1.69586","-0.00686691"
"P04004","VTN","5.22121","-0.00745078"
"P11279","LAMP1","7.35721","-0.00749727"
"Q9UIG0","BAZ1B","4.79538","-0.00802982"
"Q96L94","SNX22","2.74319","-0.00841944"
"O15514","POLR2D","2.99302","-0.00890161"
"O60271","SPAG9","3.70676","-0.00894315"
"Q9UKY4","POMT2","4.03591","-0.00948027"
"P18848","ATF4","6.62709","-0.00957316"
"P62195","PSMC5","5.40713","-0.00975962"
"Q96C57","C12orf43","2.17532","-0.010105"
"P17980","PSMC3","6.24696","-0.0103431"
"Q9ULC4","MCTS1","4.1968","-0.0104076"
"Q9BW71","HIRIP3","2.57516","-0.0105858"
"Q16762","TST","3.79749","-0.0114222"
"Q8IY31","IFT20","0.97939","-0.0119607"
"Q96PK6","RBM14","6.61989","-0.0123529"
"Q86U38","NOP9","3.18825","-0.012761"
"P56211","ARPP19","2.39296","-0.0131495"
"Q15436","SEC23A","3.11284","-0.0134044"
"Q6XQN6","NAPRT","3.84529","-0.0141283"
"Q9H307","PNN","5.93521","-0.0144541"
"O14618","CCS","3.59258","-0.014549"
"Q9NXF1","TEX10","2.3659","-0.0146524"
"Q13509","TUBB3","4.5804","-0.0147918"
"Q9NR50","EIF2B3","3.43513","-0.0154104"
"Q8NI60","COQ8A","2.56893","-0.0159139"
"Q9UBB4","ATXN10","3.7854","-0.0162143"
"P56270","MAZ","2.51228","-0.0164761"
"P13521","SCG2","4.73304","-0.0165435"
"P62244","RPS15A","7.10474","-0.0173525"
"Q14194","CRMP1","4.16299","-0.0173725"
"Q13017","ARHGAP5","1.68964","-0.0175263"
"Q13148","TARDBP","5.81932","-0.0176442"
