Uniprot ID,Symbol,Protein Intensity,Prot_Z_Score,read_count,fpkm,tpm,driver gene method_of_action
P62195,PSMC5,5.40713,-0.00975962,9240,33.6,122.07,
Q96C57,C12orf43,2.17532,-0.010105,1576,4.19,15.22,
Q96C57,C12orf43,2.17532,-0.010105,1576,4.19,15.22,
P17980,PSMC3,6.24696,-0.0103431,6744,48.38,175.77,
Q9ULC4,MCTS1,4.1968,-0.0104076,1907,10.98,39.89,
Q9BW71,HIRIP3,2.57516,-0.0105858,2371,9.85,35.79,
Q16762,TST,3.79749,-0.0114222,603,5.08,18.46,
Q8IY31,IFT20,0.97939,-0.0119607,977,4.94,17.95,
Q96PK6,RBM14,6.61989,-0.0123529,4619,19.16,69.61,
Q86U38,NOP9,3.18825,-0.012761,4611,12.48,45.34,
P56211,ARPP19,2.39296,-0.0131495,17930,42.33,153.79,
Q15436,SEC23A,3.11284,-0.0134044,8341,15.23,55.33,
Q6XQN6,NAPRT,3.84529,-0.0141283,1415,7.5,27.25,
Q9H307,PNN,5.93521,-0.0144541,17694,68.78,249.88,
O14618,CCS,3.59258,-0.014549,800,5.28,19.18,
Q9NXF1,TEX10,2.3659,-0.0146524,3530,7.94,28.85,
Q13509,TUBB3,4.5804,-0.0147918,858,3.16,11.48,
Q9NR50,EIF2B3,3.43513,-0.0154104,1920,9.19,33.39,
Q8NI60,COQ8A,2.56893,-0.0159139,3872,8.11,29.46,
Q9UBB4,ATXN10,3.7854,-0.0162143,8893,28.48,103.47,
P56270,MAZ,2.51228,-0.0164761,6842,31.88,115.82,
P13521,SCG2,4.73304,-0.0165435,392,2.35,8.54,
P62244,RPS15A,7.10474,-0.0173525,22431,54.84,199.23,
Q14194,CRMP1,4.16299,-0.0173725,836,2.34,8.5,
Q13017,ARHGAP5,1.68964,-0.0175263,7966,11.95,43.41,LoF
Q13148,TARDBP,5.81932,-0.0176442,11738,31.57,114.69,
P25098,GRK2,2.79068,-0.017662,7326,17.95,65.21,
Q9Y3V2,RWDD3,4.96934,-0.0184228,607,5.0,18.17,
Q6NXG1,ESRP1,3.69518,-0.0190529,9346,31.31,113.75,
P16435,POR,5.4822,-0.0190975,5150,13.76,49.99,
Q9BQE4,SELENOS,1.79475,-0.0194108,3195,13.85,50.32,
P18077,RPL35A,6.05699,-0.0195734,16908,92.74,336.93,
Q9UNQ2,DIMT1,2.03415,-0.0197628,4786,20.92,76.0,
P13569,CFTR,3.34899,-0.0200058,13,0.02,0.07,
Q15369,ELOC,4.74022,-0.0200799,4120,13.64,49.55,
Q8IV36,HID1,2.38587,-0.0205977,6547,17.25,62.67,
Q9BRT6,LLPH,2.72921,-0.0206768,3596,7.35,26.7,
O43707,ACTN4,6.99177,-0.0210625,26072,69.82,253.66,
Q9Y2Z0,SUGT1,4.7414,-0.0212156,4331,4.68,17.0,
P23142,FBLN1,1.70452,-0.0212731,272,0.62,2.25,Act
Q13045,FLII,3.23856,-0.0214,10800,27.28,99.11,
Q96KG9,SCYL1,2.76947,-0.0219897,5085,19.39,70.44,
O95292,VAPB,5.99216,-0.0221355,4649,7.17,26.05,
O95573,ACSL3,4.42965,-0.0225526,15568,35.11,127.56,Act
Q7Z417,NUFIP2,3.06321,-0.0228119,19692,29.64,107.68,
Q6ZTR5,CFAP47,3.68362,-0.0230775,15,0.02,0.07,
Q9BV86,NTMT1,3.98614,-0.0235161,1082,5.83,21.18,
Q96A33,CCDC47,4.79529,-0.0239896,14829,53.37,193.89,
Q8TBP6,SLC25A40,1.17196,-0.024445,5757,18.5,67.21,
Q9BY89,KIAA1671,1.79739,-0.0252213,5353,5.53,20.09,
Q9Y3E7,CHMP3,3.19969,-0.0255499,6890,15.66,56.89,
Q6ZN84,CCDC81,4.86703,-0.0261646,59,0.21,0.76,
P49720,PSMB3,4.81488,-0.0264522,4256,58.95,214.17,
Q8TEW8,PARD3B,2.51178,-0.0269016,649,1.02,3.71,
Q13445,TMED1,3.89072,-0.0271194,653,7.05,25.61,
P49674,CSNK1E,2.28832,-0.0272988,6775,16.51,59.98,
Q8TE67,EPS8L3,3.54771,-0.0277929,112,0.53,1.93,
Q9UDY8,MALT1,1.67367,-0.0278447,2756,4.15,15.08,ambiguous
Q9Y2P8,RCL1,3.14261,-0.0278492,985,3.82,13.88,
O15294,OGT,3.41218,-0.0279963,19422,32.32,117.42,
Q96FV9,THOC1,3.21589,-0.0281384,4553,9.18,33.35,
Q9BRF8,CPPED1,1.76818,-0.0283278,1414,3.56,12.93,
P05141,SLC25A5,8.30636,-0.0283432,31449,342.36,1243.8,
Q8NFH4,NUP37,3.94945,-0.0291641,4325,20.22,73.46,
Q9Y2T7,YBX2,1.04273,-0.0293011,1543,5.46,19.84,
Q9Y3A4,RRP7A,2.16637,-0.0293319,4193,16.77,60.93,
Q9NYY8,FASTKD2,2.27734,-0.0294192,4340,11.66,42.36,
P50395,GDI2,5.50394,-0.0297752,14767,59.79,217.22,
Q9H4A3,WNK1,3.34475,-0.0300888,17619,20.02,72.73,
Q96PU5,NEDD4L,2.04144,-0.0302344,9367,9.49,34.48,
P15104,GLUL,2.90555,-0.0304192,13743,24.85,90.28,
Q6P1M3,LLGL2,3.05016,-0.0305399,8304,17.14,62.27,
P35241,RDX,4.96397,-0.0307799,8788,21.77,79.09,
Q9ULX3,NOB1,3.54152,-0.0308001,2575,19.84,72.08,
Q8TAD8,SNIP1,2.34446,-0.0309156,1090,3.64,13.22,
Q96RN5,MED15,2.5854,-0.0310769,2350,3.7,13.44,
Q7Z2K8,GPRIN1,2.50804,-0.0311017,1784,6.92,25.14,
O75477,ERLIN1,3.64837,-0.0314604,4863,13.71,49.81,
P41594,GRM5,2.43047,-0.0319109,9,0.02,0.07,
Q9P0P0,RNF181,3.49226,-0.0319402,1504,20.13,73.13,
Q7Z4H8,POGLUT3,3.14923,-0.0320496,5967,19.51,70.88,
O75844,ZMPSTE24,4.39001,-0.0323921,7744,35.4,128.61,
Q9UMY4,SNX12,4.24368,-0.0337632,2978,18.74,68.08,
Q9P2I0,CPSF2,3.81293,-0.034128,9650,11.59,42.11,
Q13885,TUBB2A,2.92581,-0.0341709,562,5.31,19.29,
P08754,GNAI3,4.73427,-0.034311,8210,4.93,17.91,
Q9NRP0,OSTC,3.39111,-0.0345793,7395,74.68,271.31,
O75674,TOM1L1,2.68671,-0.0352851,6188,13.89,50.46,
Q9UJS0,SLC25A13,4.50704,-0.0356101,5453,24.0,87.19,
O15347,HMGB3,5.74619,-0.0364251,6966,28.67,104.16,
P00403,MT-CO2,6.54264,-0.0364303,449882,10740.0,39018.5,
Q6UW78,UQCC3,2.92633,-0.0367138,1026,6.99,25.39,
Q9BRP1,PDCD2L,2.7316,-0.0373252,928,10.59,38.47,
Q9Y2T2,AP3M1,1.99411,-0.0378867,7920,21.88,79.49,
Q15904,ATP6AP1,4.26275,-0.0380399,8391,28.05,101.91,
Q8NHH9,ATL2,3.49356,-0.0382059,4439,14.84,53.91,
Q14974,KPNB1,7.87397,-0.0384882,41640,88.56,321.74,
Q02880,TOP2B,4.54658,-0.0385634,17699,47.82,173.73,
Q9Y3D0,CIAO2B,3.66132,-0.0386408,2279,34.78,126.36,
Q5T6V5,C9orf64,2.43298,-0.0386792,2564,15.34,55.73,
P36405,ARL3,4.01149,-0.0387911,1944,8.26,30.01,
P28074,PSMB5,4.26521,-0.0388045,7739,71.6,260.12,
Q9BUJ2,HNRNPUL1,5.10198,-0.0389129,14542,36.29,131.84,
Q92995,USP13,2.83702,-0.0392944,3800,7.35,26.7,
Q9UQB8,BAIAP2,3.75024,-0.0394747,3397,5.39,19.58,
O75575,CRCP,1.55346,-0.041233,4827,22.27,80.91,
P48681,NES,4.41678,-0.0416194,6093,17.9,65.03,
P56537,EIF6,7.45391,-0.0417957,4923,49.11,178.42,
Q10469,MGAT2,2.3527,-0.0418177,124,0.75,2.72,
Q9UMS4,PRPF19,7.09608,-0.0435525,8883,52.96,192.4,
Q8N2K0,ABHD12,3.70046,-0.0438026,3324,15.83,57.51,
P08254,MMP3,5.46582,-0.0440834,0,0.0,0.0,
Q14964,RAB39A,2.15442,-0.0442553,1421,12.68,46.07,
Q86VS8,HOOK3,2.38282,-0.0445663,3816,4.09,14.86,fusion
P20823,HNF1A,2.9194,-0.0450367,1013,3.29,11.95,LoF
O15541,RNF113A,2.48705,-0.0450785,438,5.29,19.22,
P78346,RPP30,2.26555,-0.0456669,2506,8.79,31.93,
Q9BVG9,PTDSS2,2.55514,-0.0470541,1608,4.3,15.62,
P82914,MRPS15,3.34386,-0.0486465,3613,20.23,73.5,
P25325,MPST,4.7113,-0.0500825,1651,3.99,14.5,
P04075,ALDOA,8.71839,-0.0503447,33246,88.23,320.54,
Q9NWV4,CZIB,3.65753,-0.0507821,1222,4.45,16.17,
Q8WUM0,NUP133,4.26262,-0.0510201,12642,33.95,123.34,
Q8NBL1,POGLUT1,2.54001,-0.0510916,1410,3.24,11.77,
O95602,POLR1A,2.93067,-0.0514345,8631,10.43,37.89,
Q02505,MUC3A,3.45968,-0.051979,38,0.05,0.18,
Q13402,MYO7A,2.79579,-0.0522276,288,0.46,1.67,
P31942,HNRNPH3,6.85307,-0.0523018,14321,43.52,158.11,
Q9NQZ2,UTP3,4.05141,-0.0523379,3216,25.33,92.02,
O60499,STX10,1.67368,-0.0536288,2782,25.29,91.88,
P52948,NUP98,4.5725,-0.0539715,12249,20.19,73.35,Act
Q8WVM0,TFB1M,2.44428,-0.0541036,691,4.12,14.97,
P50148,GNAQ,3.21588,-0.0541055,4741,11.68,42.43,Act
Q15233,NONO,7.3081,-0.0546025,29890,92.23,335.07,LoF
P54868,HMGCS2,3.74728,-0.0557332,902,5.73,20.82,
A8K5M9,C15orf62,3.32822,-0.0559405,347,2.39,8.68,
Q9Y2D5,AKAP2,4.32407,-0.0561073,5,0.01,0.04,
Q8NB37,GATD1,1.86825,-0.0568136,4308,12.77,46.39,
Q9BSJ2,TUBGCP2,2.31469,-0.0575008,4887,10.37,37.67,
O43708,GSTZ1,1.68454,-0.0576396,1624,3.13,11.37,
Q92841,DDX17,6.58773,-0.0580224,42781,69.89,253.91,
O95696,BRD1,2.09172,-0.0581868,3774,10.53,38.26,
Q9H2P0,ADNP,4.24387,-0.0590711,9774,22.54,81.89,
P09972,ALDOC,5.88805,-0.0592969,1644,9.17,33.31,
Q96SZ5,ADO,1.7041,-0.0592971,2046,9.21,33.46,
Q8TDZ2,MICAL1,2.69928,-0.0593432,1782,4.12,14.97,
Q13488,TCIRG1,2.5062,-0.0593502,1239,4.61,16.75,LoF
Q9H4M7,PLEKHA4,5.33117,-0.0595069,529,2.24,8.14,
Q92530,PSMF1,3.05345,-0.0602016,5412,16.69,60.64,
Q9NVD7,PARVA,2.93196,-0.0604005,5365,10.56,38.36,
P28066,PSMA5,6.20957,-0.0605268,7577,21.62,78.55,
P47813,EIF1AX,1.809,-0.0605928,12841,47.36,172.06,LoF
Q8WX92,NELFB,1.58439,-0.0611448,5651,34.2,124.25,
Q8NBT2,SPC24,2.63832,-0.0612159,3066,17.63,64.05,
P25311,AZGP1,3.27661,-0.0616398,5078,30.72,111.61,
Q15906,VPS72,3.16194,-0.0628349,3565,12.81,46.54,
Q8IX01,SUGP2,3.22186,-0.0629472,6760,14.25,51.77,
Q8IX01,SUGP2,3.22186,-0.0629472,6760,14.25,51.77,
P13010,XRCC5,7.52491,-0.0631648,31792,95.03,345.25,
P14174,MIF,9.97049,-0.0632253,2306,33.95,123.34,
Q15287,RNPS1,4.02637,-0.0634849,10459,19.9,72.3,
Q9H019,MTFR1L,2.8172,-0.0635855,2767,7.77,28.23,
Q92609,TBC1D5,1.96058,-0.0636578,6260,9.07,32.95,
Q9Y6V7,DDX49,1.16286,-0.0646898,3016,17.72,64.38,
Q02388,COL7A1,2.30547,-0.065401,2348,3.46,12.57,
Q658Y4,FAM91A1,2.16797,-0.0657896,7718,17.39,63.18,
P30990,NTS,3.13107,-0.0659531,13,0.14,0.51,
P51665,PSMD7,4.74864,-0.0660632,5440,32.42,117.78,
Q8IWZ3,ANKHD1,2.38422,-0.0664257,950,1.39,5.05,
Q96A57,TMEM230,3.97195,-0.0666546,5344,28.6,103.9,
Q969V5,MUL1,1.8973,-0.0678165,1804,12.08,43.89,
P52888,THOP1,4.14613,-0.0678254,4367,9.55,34.7,
Q9Y3C5,RNF11,1.51871,-0.0691704,4306,22.52,81.82,
Q9Y512,SAMM50,3.96589,-0.0702753,3511,8.91,32.37,
Q14147,DHX34,0.697965,-0.0707579,2576,7.38,26.81,
Q8WUR7,C15orf40,2.47296,-0.0708626,2825,3.32,12.06,
Q15155,NOMO1,0.785225,-0.0709112,4259,11.95,43.41,
O14777,NDC80,2.56409,-0.0709411,3862,17.52,63.65,
Q13503,MED21,1.68209,-0.0715715,3032,15.36,55.8,
Q9BTW9,TBCD,2.23051,-0.0716131,6401,7.72,28.05,
O95630,STAMBP,2.87955,-0.0718655,4558,9.67,35.13,
Q5VUA4,ZNF318,1.74236,-0.0719713,4773,8.15,29.61,
Q8NC60,NOA1,2.98081,-0.0723771,2780,13.29,48.28,
Q13257,MAD2L1,3.37655,-0.0723983,11147,31.67,115.06,
Q9NQT5,EXOSC3,2.58532,-0.0730742,1516,8.19,29.75,
P20336,RAB3A,0.809572,-0.0736125,649,5.83,21.18,
Q7Z739,YTHDF3,3.09638,-0.0737166,6713,17.79,64.63,
Q8TCG2,PI4K2B,1.22212,-0.0738073,2487,11.47,41.67,
P41250,GARS1,5.89417,-0.0738902,17390,68.39,248.46,
P62701,RPS4X,7.72298,-0.0743073,40012,219.1,795.99,
Q8IWE2,FAM114A1,3.12711,-0.0749944,1441,4.83,17.55,
Q8N1G2,CMTR1,2.65751,-0.075469,3769,11.67,42.4,
P45985,MAP2K4,2.11744,-0.0755074,2937,8.39,30.48,ambiguous
Q49B96,COX19,2.94991,-0.0755774,1687,4.97,18.06,
Q15018,ABRAXAS2,1.97663,-0.0756712,2056,11.22,40.76,
Q9H3K2,GHITM,2.83082,-0.0760405,25943,173.76,631.27,
Q12906,ILF3,7.80135,-0.0770931,41441,61.4,223.07,
Q9Y6W5,WASF2,4.02736,-0.0772704,7704,22.16,80.51,
P62136,PPP1CA,5.17695,-0.0780173,9447,56.9,206.72,
Q9Y4J8,DTNA,1.07757,-0.0797071,2633,3.4,12.35,
Q9P289,STK26,2.97984,-0.0799068,3021,14.71,53.44,
P46060,RANGAP1,5.58339,-0.0800303,11514,35.16,127.74,
Q8TEU8,WFIKKN2,3.07613,-0.0802099,0,0.0,0.0,
P30044,PRDX5,7.24095,-0.0802814,3143,57.47,208.79,
Q9NPL8,TIMMDC1,2.94874,-0.080401,4276,25.58,92.93,
P08621,SNRNP70,7.50877,-0.080878,10900,38.0,138.05,
Q9H8W4,PLEKHF2,2.61377,-0.080984,4402,22.91,83.23,
Q9NZB8,MOCS1,2.34244,-0.0813682,877,2.77,10.06,
Q9UJ14,GGT7,1.78648,-0.0814243,2199,12.11,44.0,
P33240,CSTF2,5.45551,-0.0819879,1921,14.34,52.1,
Q15751,HERC1,5.08208,-0.082948,7839,7.51,27.28,
Q15751,HERC1,5.08208,-0.082948,7839,7.51,27.28,
Q96HN2,AHCYL2,1.63375,-0.0834968,3649,8.69,31.57,
O00231,PSMD11,6.01696,-0.0835567,8559,19.41,70.52,
Q68D85,NCR3LG1,0.951032,-0.0835659,2971,7.54,27.39,
Q8IUW5,RELL1,3.18456,-0.0839274,387,3.25,11.81,
P36551,CPOX,4.30309,-0.0845754,2602,11.59,42.11,
Q7Z3U7,MON2,3.03485,-0.0847943,12150,12.39,45.01,
Q9Y4G2,PLEKHM1,1.32195,-0.0854538,880,1.56,5.67,
O15155,BET1,3.03243,-0.0856198,1952,6.07,22.05,
Q99543,DNAJC2,3.90393,-0.0859601,3965,9.86,35.82,
P78417,GSTO1,5.64188,-0.0874567,2538,24.51,89.05,
O00273,DFFA,3.6063,-0.0875026,6337,15.63,56.78,
Q7L014,DDX46,5.533,-0.0876923,11632,20.6,74.84,
P61026,RAB10,7.02905,-0.0883586,10880,48.93,177.76,
O00764,PDXK,3.53569,-0.0887555,5933,8.13,29.54,
Q8N271,PROM2,2.78174,-0.0888894,9776,26.33,95.66,
O94979,SEC31A,5.07643,-0.0893569,6142,10.97,39.85,
P49815,TSC2,3.16411,-0.0894183,3976,5.84,21.22,LoF
O95400,CD2BP2,4.09134,-0.0894354,4174,18.06,65.61,
P29144,TPP2,3.95604,-0.0922011,7568,18.3,66.48,
P29144,TPP2,3.95604,-0.0922011,7568,18.3,66.48,
Q9Y3E0,GOLT1B,1.71511,-0.0926242,4606,19.85,72.12,
P13995,MTHFD2,6.05479,-0.0927835,20289,68.03,247.15,
Q8WXE0,CASKIN2,1.4365,-0.0930532,1988,5.57,20.24,
Q15286,RAB35,4.1077,-0.0938335,5534,22.47,81.63,
P10412,H1-4,2.25777,-0.0939427,11,0.27,0.98,
O95376,ARIH2,1.61525,-0.0940808,12972,26.42,95.98,
Q96T37,RBM15,4.06268,-0.0951279,1526,5.34,19.4,LoF
Q68CQ7,GLT8D1,2.20408,-0.095489,4315,17.99,65.36,
P07108,DBI,4.71348,-0.0955337,6276,40.85,148.41,
Q4G0N4,NADK2,3.37102,-0.0958369,3533,11.81,42.91,
Q99460,PSMD1,4.73883,-0.0962091,11890,37.43,135.98,
Q6WKZ4,RAB11FIP1,3.07577,-0.0962301,2415,4.11,14.93,
Q9H0N5,PCBD2,2.72859,-0.0979428,1172,2.67,9.7,
Q8IWB9,TEX2,4.1933,-0.098028,3334,5.99,21.76,
Q9UBT2,UBA2,4.986,-0.0982069,11029,37.4,135.88,
Q8IY81,FTSJ3,5.46333,-0.099246,6250,19.58,71.13,
Q9BYZ2,LDHAL6B,4.25583,-0.0994118,8,0.08,0.29,
Q9BYZ2,LDHAL6B,4.25583,-0.0994118,8,0.08,0.29,
P08236,GUSB,2.62882,-0.0997416,4590,18.78,68.23,
Q9UHV7,MED13,1.84963,-0.0998026,11267,14.51,52.72,
O15270,SPTLC2,3.16657,-0.100453,5240,9.36,34.01,
O95825,CRYZL1,1.81131,-0.100585,1851,4.89,17.77,
Q9Y376,CAB39,2.68782,-0.10151,4626,14.09,51.19,
Q9NVA1,UQCC1,2.29537,-0.102222,3660,8.81,32.01,
O95857,TSPAN13,2.54921,-0.102709,6366,46.74,169.81,
Q15628,TRADD,1.38733,-0.103379,392,2.49,9.05,
O60493,SNX3,4.95994,-0.104857,4623,40.98,148.88,
Q12824,SMARCB1,4.15758,-0.104954,5675,37.35,135.69,LoF
Q8N3X1,FNBP4,2.45244,-0.105094,8037,17.28,62.78,
Q86UK5,EVC2,3.02109,-0.105487,157,0.47,1.71,
Q9BT67,NDFIP1,2.1119,-0.105509,4866,13.19,47.92,
O00194,RAB27B,3.4698,-0.10599,2876,6.32,22.96,
Q6YP21,KYAT3,2.49545,-0.106219,1214,8.6,31.24,
O95391,SLU7,1.03723,-0.106929,4000,12.85,46.68,
Q9NPE2,NGRN,1.53208,-0.10749,3490,7.41,26.92,
Q92903,CDS1,3.2527,-0.10832,5514,20.18,73.31,
P18206,VCL,5.8829,-0.10833,10350,16.91,61.43,
O95833,CLIC3,3.09592,-0.10854,135,1.87,6.79,
Q8N8A6,DDX51,2.97972,-0.108696,5323,13.66,49.63,
O00487,PSMD14,5.43402,-0.108702,3810,8.08,29.35,
Q15084,PDIA6,8.6949,-0.108886,16416,65.36,237.45,
Q9UHA3,RSL24D1,2.41566,-0.108931,8065,43.77,159.02,
Q15555,MAPRE2,2.82329,-0.110508,2272,6.0,21.8,
Q9UHY1,NRBP1,2.49165,-0.11064,2548,7.81,28.37,
Q9UBI6,GNG12,6.84786,-0.112989,6575,22.73,82.58,
P31949,S100A11,7.93767,-0.113055,4659,111.88,406.46,
Q96ME7,ZNF512,3.1038,-0.113888,2396,8.9,32.33,
Q13625,TP53BP2,0.85165,-0.114475,2443,6.66,24.2,
O75882,ATRN,3.12465,-0.114734,4483,8.36,30.37,
Q13131,PRKAA1,3.20885,-0.114738,19849,49.39,179.43,
Q9ULW0,TPX2,4.04379,-0.115698,14185,64.25,233.42,
P30154,PPP2R1B,2.08824,-0.116919,5012,12.18,44.25,
P31948,STIP1,7.29391,-0.117698,16993,59.58,216.46,
P05109,S100A8,2.87877,-0.117967,3,0.05,0.18,
Q9NUQ6,SPATS2L,3.41479,-0.118654,3447,5.39,19.58,
Q9UNM6,PSMD13,5.38798,-0.118753,7859,26.92,97.8,
Q9BPY3,FAM118B,3.1946,-0.118907,1225,5.2,18.89,
Q969W8,ZNF566,4.52994,-0.119262,1417,3.57,12.97,
O95793,STAU1,5.02388,-0.120087,9282,37.02,134.49,
Q01469,FABP5,5.80733,-0.120808,3627,28.52,103.61,
Q13439,GOLGA4,3.16306,-0.12107,10072,15.32,55.66,
Q14139,UBE4A,2.4696,-0.121307,4804,11.93,43.34,
Q9Y617,PSAT1,4.48961,-0.121418,18350,136.95,497.54,
Q9BQI0,AIF1L,1.91459,-0.121681,6389,19.69,71.53,
O95478,NSA2,2.80227,-0.121946,3660,12.04,43.74,
Q96G03,PGM2,3.2584,-0.122478,3505,15.45,56.13,
Q5JSZ5,PRRC2B,2.31119,-0.122856,16044,21.31,77.42,
Q99615,DNAJC7,4.58565,-0.123321,5901,10.28,37.35,
Q9GZN6,SLC6A16,2.75606,-0.123489,601,2.73,9.92,
P06493,CDK1,4.09641,-0.123754,12027,49.96,181.51,
Q15475,SIX1,2.55028,-0.12391,374,1.12,4.07,ambiguous
Q8TB52,FBXO30,2.8616,-0.12414,3180,5.76,20.93,
Q5VWZ2,LYPLAL1,2.44647,-0.124374,1724,9.49,34.48,
Q9Y421,FAM32A,2.56816,-0.124598,3266,27.76,100.85,
P52298,NCBP2,3.22558,-0.125185,5872,18.75,68.12,
O75643,SNRNP200,5.80332,-0.125901,31954,47.76,173.51,
Q9Y2Q3,GSTK1,4.23265,-0.126198,4219,16.29,59.18,
P49459,UBE2A,2.94574,-0.126238,3853,11.92,43.31,LoF
Q96QD8,SLC38A2,1.92599,-0.126468,47969,118.64,431.02,
Q7Z3B4,NUP54,4.07621,-0.126564,3934,15.81,57.44,
O00257,CBX4,-0.105869,-0.126738,2157,12.23,44.43,
O75822,EIF3J,4.27446,-0.12772,7331,37.47,136.13,
O60841,EIF5B,4.46099,-0.128545,13069,27.07,98.35,
O43505,B4GAT1,1.39043,-0.128597,1199,9.45,34.33,
Q5T5Y3,CAMSAP1,0.96648,-0.129478,3770,7.12,25.87,
Q9UKN7,MYO15A,3.04648,-0.129924,72,0.06,0.22,
Q5TBB1,RNASEH2B,2.63829,-0.129974,2180,4.18,15.19,
P45877,PPIC,4.22558,-0.130267,2012,15.66,56.89,
Q9H9E3,COG4,2.14824,-0.130518,6247,21.31,77.42,
P61024,CKS1B,2.23887,-0.130565,11190,78.15,283.92,
Q9H173,SIL1,2.92222,-0.131801,1579,6.43,23.36,
Q92581,SLC9A6,0.619679,-0.132106,1582,4.97,18.06,
O60725,ICMT,1.00417,-0.132417,14076,46.81,170.06,
P18085,ARF4,4.27627,-0.132611,9789,61.6,223.79,
P49069,CAMLG,2.75098,-0.13263,1974,14.51,52.72,
P78318,IGBP1,3.10522,-0.133072,1970,17.28,62.78,
P01023,A2M,2.38474,-0.13352,614,1.57,5.7,
Q86WQ0,NR2C2AP,1.81176,-0.133902,2395,21.8,79.2,
Q7L8L6,FASTKD5,2.91574,-0.134071,2717,15.44,56.09,
O14787,TNPO2,2.2211,-0.134374,12058,28.01,101.76,
Q15853,USF2,0.857108,-0.134512,3742,12.34,44.83,
Q9P0L0,VAPA,7.30745,-0.135065,7633,10.49,38.11,
Q8WXU2,DNAAF4,1.53663,-0.135466,146,0.81,2.94,
Q9BVA0,KATNB1,0.730548,-0.135796,2864,10.19,37.02,
Q7Z3C6,ATG9A,2.54359,-0.135973,5964,11.97,43.49,
P26358,DNMT1,3.85629,-0.135993,19628,32.72,118.87,
O43159,RRP8,3.04818,-0.13616,1874,4.42,16.06,
Q13685,AAMP,2.67095,-0.137496,6065,31.54,114.59,
Q13685,AAMP,2.67095,-0.137496,6065,31.54,114.59,
O00244,ATOX1,3.18854,-0.137527,805,2.51,9.12,
Q13126,MTAP,3.86371,-0.137536,6032,6.74,24.49,
P22570,FDXR,4.83301,-0.1378,910,4.13,15.0,
P52756,RBM5,2.14456,-0.137861,7649,12.05,43.78,
P51149,RAB7A,7.69226,-0.138023,12871,77.35,281.01,
Q9Y2S6,TMA7,1.94881,-0.138207,4606,66.03,239.89,
Q9Y5Y5,PEX16,1.93311,-0.139231,1010,5.47,19.87,
Q13415,ORC1,1.43319,-0.139349,2370,12.26,44.54,
Q2TBA0,KLHL40,2.67473,-0.13949,0,0.0,0.0,
O14639,ABLIM1,3.20613,-0.140257,9642,15.95,57.95,
Q9NQ39,RPS10P5,2.43028,-0.140594,36,1.11,4.03,
O75506,HSBP1,1.85267,-0.14068,10612,18.19,66.08,
Q9HB40,SCPEP1,3.52391,-0.141411,2519,10.68,38.8,
P55786,NPEPPS,4.37804,-0.142257,10699,15.17,55.11,LoF
Q96EA4,SPDL1,2.84756,-0.142469,3714,12.7,46.14,
Q8IYB3,SRRM1,4.55061,-0.142504,7311,14.62,53.11,
Q71F23,CENPU,1.23539,-0.14277,6565,36.3,131.88,
Q9H9J4,USP42,1.37727,-0.142851,2382,5.5,19.98,
Q16629,SRSF7,8.265,-0.143011,13071,52.77,191.71,
Q8TF74,WIPF2,2.20854,-0.143675,3905,7.85,28.52,
Q6UX04,CWC27,2.38132,-0.143686,2327,10.16,36.91,
Q9H1B7,IRF2BPL,3.26605,-0.143688,1380,5.42,19.69,
P62280,RPS11,6.19656,-0.144132,44678,524.86,1906.82,
O95197,RTN3,4.05175,-0.144192,18764,52.9,192.19,
Q14558,PRPSAP1,2.3092,-0.144534,2961,6.97,25.32,
P20648,ATP4A,3.48833,-0.14537,0,0.0,0.0,
Q14571,ITPR2,1.38725,-0.145779,3018,3.87,14.06,
Q8TDN6,BRIX1,5.29762,-0.146,4807,15.66,56.89,
Q9BTA9,WAC,2.90735,-0.146617,10100,13.53,49.15,
Q9HD47,RANGRF,2.07844,-0.147391,619,6.41,23.29,
Q12788,TBL3,3.9405,-0.147714,3759,8.6,31.24,
Q9H4Z3,PCIF1,1.93248,-0.147893,1976,10.02,36.4,
Q9NQ94,A1CF,2.09042,-0.147973,3103,5.28,19.18,
P57088,TMEM33,2.9124,-0.148494,12574,24.92,90.53,
Q05682,CALD1,4.31801,-0.148647,12320,20.44,74.26,
P82921,MRPS21,1.21978,-0.148878,4595,45.72,166.1,
Q96DH6,MSI2,3.16964,-0.149183,7538,5.73,20.82,ambiguous
Q99584,S100A13,4.21255,-0.150587,1350,8.62,31.32,
Q96CW5,TUBGCP3,1.59005,-0.150653,4976,11.58,42.07,
P31350,RRM2,3.11433,-0.151697,18998,62.61,227.46,
P35749,MYH11,4.65832,-0.152143,157,0.16,0.58,Act
O15144,ARPC2,5.28846,-0.152427,8181,20.36,73.97,
Q6PID6,TTC33,1.3637,-0.152577,1790,11.19,40.65,
P25208,NFYB,2.85724,-0.153182,4806,15.83,57.51,
P85037,FOXK1,4.0945,-0.153343,6556,8.18,29.72,
Q14353,GAMT,1.91812,-0.153359,1619,15.17,55.11,
Q8NC56,LEMD2,4.36643,-0.153458,2673,6.43,23.36,
P60891,PRPS1,3.00576,-0.154353,5753,41.2,149.68,
Q8IV50,LYSMD2,2.62054,-0.154354,787,6.2,22.52,
Q86U42,PABPN1,6.91911,-0.154428,6606,27.83,101.11,
Q8WUH1,CHURC1,1.58264,-0.154712,4628,13.98,50.79,
P17152,TMEM11,3.09184,-0.155474,1147,5.66,20.56,
