dataset_id,id,model_id,gene_id,read_count,fpkm,tpm,data_source,dataset_name,model_name,symbol
15,97819289,SIDM00499,SIDG16024,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LINC02004
15,97819290,SIDM00499,SIDG16025,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LINC02005
15,97819291,SIDM00499,SIDG16026,16,0.09,0.33,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LINC02006
15,97819292,SIDM00499,SIDG16027,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LINC02008
15,97819293,SIDM00499,SIDG16029,1,0.01,0.04,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LINC02010
15,97819294,SIDM00499,SIDG16030,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LINC02011
15,97819295,SIDM00499,SIDG16031,132,1.25,4.54,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LINC02012
15,97819296,SIDM00499,SIDG16032,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LINC02013
15,97819297,SIDM00499,SIDG16033,21,0.48,1.74,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LINC02014
15,97819298,SIDM00499,SIDG16034,1,0.01,0.04,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LINC02015
15,97819299,SIDM00499,SIDG16035,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LINC02016
15,97819300,SIDM00499,SIDG16036,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LINC02017
15,97819301,SIDM00499,SIDG16037,17,0.15,0.54,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LINC02018
15,97819302,SIDM00499,SIDG16038,38,0.3,1.09,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LINC02019
15,97819303,SIDM00499,SIDG16039,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LINC02020
15,97819501,SIDM00499,SIDG16239,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LINC02220
15,97819502,SIDM00499,SIDG16240,1,0.03,0.11,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LINC02221
15,97819503,SIDM00499,SIDG16241,1,0.02,0.07,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LINC02222
15,97819504,SIDM00499,SIDG16242,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LINC02223
15,97819714,SIDM00499,SIDG16454,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LINC02436
15,97819715,SIDM00499,SIDG16455,1,0.02,0.07,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LINC02437
15,97819716,SIDM00499,SIDG16456,1,0.03,0.11,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LINC02438
15,97819717,SIDM00499,SIDG16457,1,0.04,0.15,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LINC02439
15,97819718,SIDM00499,SIDG16458,3,0.07,0.25,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LINC02440
15,97819719,SIDM00499,SIDG16459,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LINC02441
15,97819720,SIDM00499,SIDG16460,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LINC02442
15,97819721,SIDM00499,SIDG16461,6,0.07,0.25,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LINC02443
15,97819723,SIDM00499,SIDG16463,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LINC02445
15,97820077,SIDM00499,SIDG16837,4,0.14,0.51,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LRRC37A14P
15,97820078,SIDM00499,SIDG16838,68,0.82,2.98,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LRRC37A15P
15,97820083,SIDM00499,SIDG16843,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LRRC38
15,97820088,SIDM00499,SIDG16848,148,0.87,3.16,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LRRC43
15,97820093,SIDM00499,SIDG16853,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LRRC52
15,97820094,SIDM00499,SIDG16854,1,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LRRC53
15,97820095,SIDM00499,SIDG16855,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LRRC55
15,97820101,SIDM00499,SIDG16861,13,0.08,0.29,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LRRC63
15,97820102,SIDM00499,SIDG16862,9,0.04,0.15,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LRRC66
15,97820104,SIDM00499,SIDG16864,30,0.22,0.8,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LRRC70
15,97820105,SIDM00499,SIDG16865,17,0.11,0.4,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LRRC71
15,97820106,SIDM00499,SIDG16866,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LRRC72
15,97820107,SIDM00499,SIDG16867,192,1.48,5.38,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LRRC73
15,97820108,SIDM00499,SIDG16868,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LRRC74A
15,97820109,SIDM00499,SIDG16869,10,0.03,0.11,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LRRC74B
15,97820113,SIDM00499,SIDG16873,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LRRC77P
15,97820115,SIDM00499,SIDG16875,19,0.04,0.15,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LRRD1
15,97820121,SIDM00499,SIDG16881,15,0.13,0.47,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LRRIQ4
15,97820129,SIDM00499,SIDG16889,18,0.06,0.22,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LRRTM1
15,97820131,SIDM00499,SIDG16891,3,0.01,0.04,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LRRTM3
15,97820134,SIDM00499,SIDG16894,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LRTM1
15,97820139,SIDM00499,SIDG16899,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LSAMP-AS1
15,97820141,SIDM00499,SIDG16901,23,0.14,0.51,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,LSINCT5
15,97820591,SIDM00499,SIDG17378,9,0.1,0.36,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MBOAT4
15,97820598,SIDM00499,SIDG17388,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MC2R
15,97820599,SIDM00499,SIDG17389,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MC3R
15,97820600,SIDM00499,SIDG17390,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MC4R
15,97820601,SIDM00499,SIDG17391,30,0.37,1.34,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MC5R
15,97820606,SIDM00499,SIDG17396,56,1.2,4.36,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MCCC1-AS1
15,97820608,SIDM00499,SIDG17398,1,0.02,0.07,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MCCD1
15,97820609,SIDM00499,SIDG17399,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MCCD1P1
15,97820610,SIDM00499,SIDG17400,3,0.15,0.54,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MCCD1P2
15,97820612,SIDM00499,SIDG17406,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MCEMP1
15,97820613,SIDM00499,SIDG17407,7,0.02,0.07,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MCF2
15,97820618,SIDM00499,SIDG17412,4,0.22,0.8,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MCFD2P1
15,97820619,SIDM00499,SIDG17413,2,0.01,0.04,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MCHR1
15,97820620,SIDM00499,SIDG17414,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MCHR2
15,97820621,SIDM00499,SIDG17415,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MCHR2-AS1
15,97820633,SIDM00499,SIDG17428,11,0.18,0.65,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MCM8-AS1
15,97820645,SIDM00499,SIDG17441,11,0.35,1.27,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MCRIP2P1
15,97820646,SIDM00499,SIDG17442,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MCRIP2P2
15,97820655,SIDM00499,SIDG17452,2,0.07,0.25,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MCUR1P1
15,97820656,SIDM00499,SIDG17453,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MCUR1P2
15,97820658,SIDM00499,SIDG17455,4,0.09,0.33,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MDC1-AS1
15,97820661,SIDM00499,SIDG17459,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MDFIC2
15,97820673,SIDM00499,SIDG17472,1,0.01,0.04,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MDS2
15,97820676,SIDM00499,SIDG17475,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ME2P1
15,97820680,SIDM00499,SIDG17479,1,0.05,0.18,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MEAF6P1
15,97820686,SIDM00499,SIDG17485,5,0.15,0.54,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MED4-AS1
15,97820688,SIDM00499,SIDG17487,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MED6P1
15,97820698,SIDM00499,SIDG17497,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MED13P1
15,97820700,SIDM00499,SIDG17499,13,0.24,0.87,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MED14OS
15,97820701,SIDM00499,SIDG17500,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MED14P1
15,97820703,SIDM00499,SIDG17502,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MED15P1
15,97820704,SIDM00499,SIDG17503,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MED15P3
15,97820705,SIDM00499,SIDG17504,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MED15P4
15,97820706,SIDM00499,SIDG17505,1,0.02,0.07,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MED15P5
15,97820707,SIDM00499,SIDG17506,1,0.02,0.07,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MED15P6
15,97820708,SIDM00499,SIDG17507,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MED15P7
15,97820709,SIDM00499,SIDG17508,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MED15P8
15,97821059,SIDM00499,SIDG17889,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR132
15,97821060,SIDM00499,SIDG17890,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR133A1
15,97821061,SIDM00499,SIDG17891,8,0.03,0.11,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR133A1HG
15,97821062,SIDM00499,SIDG17892,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR133A2
15,97821063,SIDM00499,SIDG17893,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR133B
15,97821064,SIDM00499,SIDG17894,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR134
15,97821065,SIDM00499,SIDG17895,13,2.36,8.57,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR135A1
15,97821066,SIDM00499,SIDG17896,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR135A2
15,97821067,SIDM00499,SIDG17897,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR135B
15,97821068,SIDM00499,SIDG17898,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR136
15,97821069,SIDM00499,SIDG17899,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR137
15,97821071,SIDM00499,SIDG17901,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR138-1
15,97821072,SIDM00499,SIDG17902,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR138-2
15,97821073,SIDM00499,SIDG17903,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR139
15,97821074,SIDM00499,SIDG17904,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR140
15,97821075,SIDM00499,SIDG17905,6,1.03,3.74,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR141
15,97821076,SIDM00499,SIDG17906,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR142
15,97821077,SIDM00499,SIDG17907,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR143
15,97821078,SIDM00499,SIDG17908,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR144
15,97821079,SIDM00499,SIDG17909,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR145
15,97821080,SIDM00499,SIDG17910,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR146A
15,97821081,SIDM00499,SIDG17911,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR146B
15,97821082,SIDM00499,SIDG17912,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR147A
15,97821083,SIDM00499,SIDG17913,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR147B
15,97821084,SIDM00499,SIDG17914,4,0.59,2.14,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR148A
15,97821085,SIDM00499,SIDG17915,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR148B
15,97821086,SIDM00499,SIDG17916,1,0.18,0.65,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR149
15,97821087,SIDM00499,SIDG17917,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR150
15,97821088,SIDM00499,SIDG17918,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR151A
15,97821089,SIDM00499,SIDG17919,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR151B
15,97821090,SIDM00499,SIDG17920,1,0.15,0.54,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR152
15,97821091,SIDM00499,SIDG17921,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR153-1
15,97821092,SIDM00499,SIDG17922,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR153-2
15,97821093,SIDM00499,SIDG17923,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR154
15,97821094,SIDM00499,SIDG17924,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR155
15,97821096,SIDM00499,SIDG17926,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR181A1
15,97821097,SIDM00499,SIDG17927,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR181A1HG
15,97821098,SIDM00499,SIDG17928,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR181A2
15,97821099,SIDM00499,SIDG17929,17,0.42,1.53,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR181A2HG
15,97821100,SIDM00499,SIDG17930,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR181B1
15,97821101,SIDM00499,SIDG17931,2,0.37,1.34,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR181B2
15,97821102,SIDM00499,SIDG17932,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR181C
15,97821103,SIDM00499,SIDG17933,2,0.24,0.87,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR181D
15,97821104,SIDM00499,SIDG17934,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR182
15,97821105,SIDM00499,SIDG17935,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR183
15,97821106,SIDM00499,SIDG17936,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR184
15,97821107,SIDM00499,SIDG17937,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR185
15,97821108,SIDM00499,SIDG17938,29,5.51,20.02,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR186
15,97821266,SIDM00499,SIDG18110,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR489
15,97821267,SIDM00499,SIDG18111,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR490
15,97821268,SIDM00499,SIDG18112,1,0.15,0.54,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR491
15,97821269,SIDM00499,SIDG18113,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR492
15,97821270,SIDM00499,SIDG18114,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR493
15,97821271,SIDM00499,SIDG18115,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR494
15,97821272,SIDM00499,SIDG18116,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR495
15,97821273,SIDM00499,SIDG18117,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR496
15,97821274,SIDM00499,SIDG18118,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR497
15,97821275,SIDM00499,SIDG18119,60,0.26,0.94,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR497HG
15,97821276,SIDM00499,SIDG18120,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR498
15,97821277,SIDM00499,SIDG18121,3,0.4,1.45,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR499A
15,97821278,SIDM00499,SIDG18123,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR500A
15,97821279,SIDM00499,SIDG18124,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR500B
15,97821280,SIDM00499,SIDG18125,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR501
15,97821281,SIDM00499,SIDG18126,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR502
15,97821282,SIDM00499,SIDG18127,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR503
15,97821284,SIDM00499,SIDG18129,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR504
15,97821285,SIDM00499,SIDG18130,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR505
15,97821286,SIDM00499,SIDG18131,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR506
15,97821287,SIDM00499,SIDG18132,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR507
15,97821288,SIDM00499,SIDG18133,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR508
15,97821289,SIDM00499,SIDG18134,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR509-1
15,97821290,SIDM00499,SIDG18135,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR509-2
15,97821291,SIDM00499,SIDG18136,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR509-3
15,97821292,SIDM00499,SIDG18137,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR510
15,97821293,SIDM00499,SIDG18138,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR511
15,97821294,SIDM00499,SIDG18139,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR512-1
15,97821295,SIDM00499,SIDG18140,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR512-2
15,97821296,SIDM00499,SIDG18141,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR513A1
15,97821297,SIDM00499,SIDG18142,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR513A2
15,97821298,SIDM00499,SIDG18143,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR513B
15,97821299,SIDM00499,SIDG18144,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR513C
15,97821300,SIDM00499,SIDG18145,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR514A1
15,97821301,SIDM00499,SIDG18146,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR514A2
15,97821302,SIDM00499,SIDG18147,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR514A3
15,97821468,SIDM00499,SIDG18322,1,0.21,0.76,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR596
15,97821469,SIDM00499,SIDG18323,1,0.17,0.62,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR597
15,97821470,SIDM00499,SIDG18324,3,0.44,1.6,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR598
15,97821471,SIDM00499,SIDG18325,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR599
15,97821472,SIDM00499,SIDG18326,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR600
15,97821474,SIDM00499,SIDG18328,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR601
15,97821475,SIDM00499,SIDG18329,1,0.17,0.62,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR602
15,97821476,SIDM00499,SIDG18330,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR603
15,97821477,SIDM00499,SIDG18331,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR604
15,97821478,SIDM00499,SIDG18332,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR605
15,97821479,SIDM00499,SIDG18333,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR606
15,97821480,SIDM00499,SIDG18334,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR607
15,97821481,SIDM00499,SIDG18335,3,0.49,1.78,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR608
15,97821482,SIDM00499,SIDG18336,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR609
15,97821483,SIDM00499,SIDG18337,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR610
15,97821484,SIDM00499,SIDG18338,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR611
15,97821485,SIDM00499,SIDG18339,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR612
15,97821486,SIDM00499,SIDG18340,6,1.03,3.74,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR613
15,97821487,SIDM00499,SIDG18341,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR614
15,97821488,SIDM00499,SIDG18342,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR615
15,97821489,SIDM00499,SIDG18343,118,19.86,72.15,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR616
15,97821490,SIDM00499,SIDG18344,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR617
15,97821491,SIDM00499,SIDG18345,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR618
15,97821492,SIDM00499,SIDG18346,1,0.16,0.58,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR619
15,97821673,SIDM00499,SIDG18545,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR1278
15,97821674,SIDM00499,SIDG18548,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR1281
15,97821675,SIDM00499,SIDG18549,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR1282
15,97821676,SIDM00499,SIDG18550,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR1283-1
15,97821677,SIDM00499,SIDG18551,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR1283-2
15,97821678,SIDM00499,SIDG18552,2,0.27,0.98,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR1284
15,97821679,SIDM00499,SIDG18553,28,5.44,19.76,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR1285-1
15,97821680,SIDM00499,SIDG18554,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR1285-2
15,97821681,SIDM00499,SIDG18555,3,0.44,1.6,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR1286
15,97821682,SIDM00499,SIDG18556,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR1287
15,97821683,SIDM00499,SIDG18557,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR1288
15,97821684,SIDM00499,SIDG18558,6,0.68,2.47,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,MIR1289-1
15,97805077,SIDM00499,SIDG00297,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ACTG1P19
15,97805078,SIDM00499,SIDG00298,75,2.62,9.52,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ACTG1P20
15,97805079,SIDM00499,SIDG00299,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ACTG1P21
15,97805080,SIDM00499,SIDG00300,1,0.01,0.04,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ACTG1P22
15,97805081,SIDM00499,SIDG00301,0,0.0,0.0,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ACTG1P23
15,97805082,SIDM00499,SIDG00302,13,0.24,0.87,Broad,Sanger & Broad Cell Lines RNASeq,22RV1,ACTG1P24
